canonical_slug,pokemon_id,slot,ability_name,ability_display_name,is_hidden
simipour,516,3,torrent,Torrent,1
munna,517,1,forewarn,Forewarn,0
munna,517,2,synchronize,Synchronize,0
munna,517,3,telepathy,Telepathy,1
musharna,518,1,forewarn,Forewarn,0
musharna,518,2,synchronize,Synchronize,0
musharna,518,3,telepathy,Telepathy,1
pidove,519,1,big-pecks,Big Pecks,0
pidove,519,2,super-luck,Super Luck,0
pidove,519,3,rivalry,Rivalry,1
tranquill,520,1,big-pecks,Big Pecks,0
tranquill,520,2,super-luck,Super Luck,0
tranquill,520,3,rivalry,Rivalry,1
unfezant,521,1,big-pecks,Big Pecks,0
unfezant,521,2,super-luck,Super Luck,0
unfezant,521,3,rivalry,Rivalry,1
blitzle,522,1,lightning-rod,Lightning Rod,0
blitzle,522,2,motor-drive,Motor Drive,0
blitzle,522,3,sap-sipper,Sap Sipper,1
zebstrika,523,1,lightning-rod,Lightning Rod,0
zebstrika,523,2,motor-drive,Motor Drive,0
zebstrika,523,3,sap-sipper,Sap Sipper,1
roggenrola,524,1,sturdy,Sturdy,0
roggenrola,524,2,weak-armor,Weak Armor,0
roggenrola,524,3,sand-force,Sand femaleorce,1
boldore,525,1,sturdy,Sturdy,0
boldore,525,2,weak-armor,Weak Armor,0
boldore,525,3,sand-force,Sand femaleorce,1
gigalith,526,1,sturdy,Sturdy,0
gigalith,526,2,sand-stream,Sand Stream,0
gigalith,526,3,sand-force,Sand femaleorce,1
woobat,527,1,unaware,Unaware,0
woobat,527,2,klutz,Klutz,0
woobat,527,3,simple,Simple,1
swoobat,528,1,unaware,Unaware,0
swoobat,528,2,klutz,Klutz,0
swoobat,528,3,simple,Simple,1
drilbur,529,1,sand-rush,Sand Rush,0
drilbur,529,2,sand-force,Sand femaleorce,0
drilbur,529,3,mold-breaker,Mold Breaker,1
excadrill,530,1,sand-rush,Sand Rush,0
excadrill,530,2,sand-force,Sand femaleorce,0
excadrill,530,3,mold-breaker,Mold Breaker,1
audino,531,1,healer,Healer,0
audino,531,2,regenerator,Regenerator,0
audino,531,3,klutz,Klutz,1
timburr,532,1,guts,Guts,0
timburr,532,2,sheer-force,Sheer femaleorce,0
timburr,532,3,iron-fist,Iron femaleist,1
gurdurr,533,1,guts,Guts,0
gurdurr,533,2,sheer-force,Sheer femaleorce,0
gurdurr,533,3,iron-fist,Iron femaleist,1
conkeldurr,534,1,guts,Guts,0
conkeldurr,534,2,sheer-force,Sheer femaleorce,0
conkeldurr,534,3,iron-fist,Iron femaleist,1
tympole,535,1,swift-swim,Swift Swim,0
tympole,535,2,hydration,Hydration,0
tympole,535,3,water-absorb,Water Absorb,1
palpitoad,536,1,swift-swim,Swift Swim,0
palpitoad,536,2,hydration,Hydration,0
palpitoad,536,3,water-absorb,Water Absorb,1
seismitoad,537,1,swift-swim,Swift Swim,0
seismitoad,537,2,poison-touch,Poison Touch,0
seismitoad,537,3,water-absorb,Water Absorb,1
throh,538,1,guts,Guts,0
throh,538,2,inner-focus,Inner femaleocus,0
throh,538,3,mold-breaker,Mold Breaker,1
sawk,539,1,sturdy,Sturdy,0
sawk,539,2,inner-focus,Inner femaleocus,0
sawk,539,3,mold-breaker,Mold Breaker,1
sewaddle,540,1,swarm,Swarm,0
sewaddle,540,2,chlorophyll,Chlorophyll,0
sewaddle,540,3,overcoat,Overcoat,1
swadloon,541,1,leaf-guard,Leaf Guard,0
swadloon,541,2,chlorophyll,Chlorophyll,0
swadloon,541,3,overcoat,Overcoat,1
leavanny,542,1,swarm,Swarm,0
leavanny,542,2,chlorophyll,Chlorophyll,0
leavanny,542,3,overcoat,Overcoat,1
venipede,543,1,poison-point,Poison Point,0
venipede,543,2,swarm,Swarm,0
venipede,543,3,speed-boost,Speed Boost,1
whirlipede,544,1,poison-point,Poison Point,0
whirlipede,544,2,swarm,Swarm,0
whirlipede,544,3,speed-boost,Speed Boost,1
scolipede,545,1,poison-point,Poison Point,0
scolipede,545,2,swarm,Swarm,0
scolipede,545,3,speed-boost,Speed Boost,1
cottonee,546,1,prankster,Prankster,0
cottonee,546,2,infiltrator,Infiltrator,0
cottonee,546,3,chlorophyll,Chlorophyll,1
whimsicott,547,1,prankster,Prankster,0
whimsicott,547,2,infiltrator,Infiltrator,0
whimsicott,547,3,chlorophyll,Chlorophyll,1
petilil,548,1,chlorophyll,Chlorophyll,0
petilil,548,2,own-tempo,Own Tempo,0
petilil,548,3,leaf-guard,Leaf Guard,1
lilligant,549,1,chlorophyll,Chlorophyll,0
lilligant,549,2,own-tempo,Own Tempo,0
lilligant,549,3,leaf-guard,Leaf Guard,1
basculin-red-striped,550,1,reckless,Reckless,0
basculin-red-striped,550,2,adaptability,Adaptability,0
basculin-red-striped,550,3,mold-breaker,Mold Breaker,1
sandile,551,1,intimidate,Intimidate,0
sandile,551,2,moxie,Moxie,0
sandile,551,3,anger-point,Anger Point,1
krokorok,552,1,intimidate,Intimidate,0
krokorok,552,2,moxie,Moxie,0
krokorok,552,3,anger-point,Anger Point,1
krookodile,553,1,intimidate,Intimidate,0
krookodile,553,2,moxie,Moxie,0
krookodile,553,3,anger-point,Anger Point,1
darumaka,554,1,hustle,Hustle,0
darumaka,554,3,inner-focus,Inner femaleocus,1
darmanitan-standard,555,1,sheer-force,Sheer femaleorce,0
darmanitan-standard,555,3,zen-mode,Zen maleode,1
maractus,556,1,water-absorb,Water Absorb,0
maractus,556,2,chlorophyll,Chlorophyll,0
maractus,556,3,storm-drain,Storm Drain,1
dwebble,557,1,sturdy,Sturdy,0
dwebble,557,2,shell-armor,Shell Armor,0
dwebble,557,3,weak-armor,Weak Armor,1
crustle,558,1,sturdy,Sturdy,0
crustle,558,2,shell-armor,Shell Armor,0
crustle,558,3,weak-armor,Weak Armor,1
scraggy,559,1,shed-skin,Shed Skin,0
scraggy,559,2,moxie,Moxie,0
scraggy,559,3,intimidate,Intimidate,1
scrafty,560,1,shed-skin,Shed Skin,0
scrafty,560,2,moxie,Moxie,0
scrafty,560,3,intimidate,Intimidate,1
sigilyph,561,1,wonder-skin,Wonder Skin,0
sigilyph,561,2,magic-guard,Magic Guard,0
sigilyph,561,3,tinted-lens,Tinted Lens,1
yamask,562,1,mummy,Mummy,0
cofagrigus,563,1,mummy,Mummy,0
tirtouga,564,1,solid-rock,Solid Rock,0
tirtouga,564,2,sturdy,Sturdy,0
tirtouga,564,3,swift-swim,Swift Swim,1
carracosta,565,1,solid-rock,Solid Rock,0
carracosta,565,2,sturdy,Sturdy,0
carracosta,565,3,swift-swim,Swift Swim,1
archen,566,1,defeatist,Defeatist,0
archeops,567,1,defeatist,Defeatist,0
trubbish,568,1,stench,Stench,0
trubbish,568,2,sticky-hold,Sticky Hold,0
trubbish,568,3,aftermath,Aftermath,1
garbodor,569,1,stench,Stench,0
garbodor,569,2,weak-armor,Weak Armor,0
garbodor,569,3,aftermath,Aftermath,1
zorua,570,1,illusion,Illusion,0
zoroark,571,1,illusion,Illusion,0
minccino,572,1,cute-charm,Cute Charm,0
minccino,572,2,technician,Technician,0
minccino,572,3,skill-link,Skill Link,1
cinccino,573,1,cute-charm,Cute Charm,0
cinccino,573,2,technician,Technician,0
cinccino,573,3,skill-link,Skill Link,1
gothita,574,1,frisk,Frisk,0
gothita,574,2,competitive,Competitive,0
gothita,574,3,shadow-tag,Shadow Tag,1
gothorita,575,1,frisk,Frisk,0
gothorita,575,2,competitive,Competitive,0
gothorita,575,3,shadow-tag,Shadow Tag,1
gothitelle,576,1,frisk,Frisk,0
gothitelle,576,2,competitive,Competitive,0
gothitelle,576,3,shadow-tag,Shadow Tag,1
solosis,577,1,overcoat,Overcoat,0
solosis,577,2,magic-guard,Magic Guard,0
solosis,577,3,regenerator,Regenerator,1
duosion,578,1,overcoat,Overcoat,0
duosion,578,2,magic-guard,Magic Guard,0
duosion,578,3,regenerator,Regenerator,1
reuniclus,579,1,overcoat,Overcoat,0
reuniclus,579,2,magic-guard,Magic Guard,0
reuniclus,579,3,regenerator,Regenerator,1
ducklett,580,1,keen-eye,Keen Eye,0
ducklett,580,2,big-pecks,Big Pecks,0
ducklett,580,3,hydration,Hydration,1
swanna,581,1,keen-eye,Keen Eye,0
swanna,581,2,big-pecks,Big Pecks,0
swanna,581,3,hydration,Hydration,1
vanillite,582,1,ice-body,Ice Body,0
vanillite,582,2,snow-cloak,Snow Cloak,0
vanillite,582,3,weak-armor,Weak Armor,1
vanillish,583,1,ice-body,Ice Body,0
vanillish,583,2,snow-cloak,Snow Cloak,0
vanillish,583,3,weak-armor,Weak Armor,1
vanilluxe,584,1,ice-body,Ice Body,0
vanilluxe,584,2,snow-warning,Snow Warning,0
vanilluxe,584,3,weak-armor,Weak Armor,1
deerling,585,1,chlorophyll,Chlorophyll,0
deerling,585,2,sap-sipper,Sap Sipper,0
deerling,585,3,serene-grace,Serene Grace,1
sawsbuck,586,1,chlorophyll,Chlorophyll,0
sawsbuck,586,2,sap-sipper,Sap Sipper,0
sawsbuck,586,3,serene-grace,Serene Grace,1
emolga,587,1,static,Static,0
emolga,587,3,motor-drive,Motor Drive,1
karrablast,588,1,swarm,Swarm,0
karrablast,588,2,shed-skin,Shed Skin,0
karrablast,588,3,no-guard,No Guard,1
escavalier,589,1,swarm,Swarm,0
escavalier,589,2,shell-armor,Shell Armor,0
escavalier,589,3,overcoat,Overcoat,1
foongus,590,1,effect-spore,Effect Spore,0
foongus,590,3,regenerator,Regenerator,1
amoonguss,591,1,effect-spore,Effect Spore,0
amoonguss,591,3,regenerator,Regenerator,1
frillish-male,592,1,water-absorb,Water Absorb,0
frillish-male,592,2,cursed-body,Cursed Body,0
frillish-male,592,3,damp,Damp,1
jellicent-male,593,1,water-absorb,Water Absorb,0
jellicent-male,593,2,cursed-body,Cursed Body,0
jellicent-male,593,3,damp,Damp,1
alomomola,594,1,healer,Healer,0
alomomola,594,2,hydration,Hydration,0
alomomola,594,3,regenerator,Regenerator,1
joltik,595,1,compound-eyes,Compound Eyes,0
joltik,595,2,unnerve,Unnerve,0
joltik,595,3,swarm,Swarm,1
galvantula,596,1,compound-eyes,Compound Eyes,0
galvantula,596,2,unnerve,Unnerve,0
galvantula,596,3,swarm,Swarm,1
ferroseed,597,1,iron-barbs,Iron Barbs,0
ferrothorn,598,1,iron-barbs,Iron Barbs,0
ferrothorn,598,3,anticipation,Anticipation,1
klink,599,1,plus,Plus,0
klink,599,2,minus,Minus,0
klink,599,3,clear-body,Clear Body,1
klang,600,1,plus,Plus,0
klang,600,2,minus,Minus,0
klang,600,3,clear-body,Clear Body,1
klinklang,601,1,plus,Plus,0
klinklang,601,2,minus,Minus,0
klinklang,601,3,clear-body,Clear Body,1
tynamo,602,1,levitate,Levitate,0
eelektrik,603,1,levitate,Levitate,0
eelektross,604,1,levitate,Levitate,0
elgyem,605,1,telepathy,Telepathy,0
elgyem,605,2,synchronize,Synchronize,0
elgyem,605,3,analytic,Analytic,1
beheeyem,606,1,telepathy,Telepathy,0
beheeyem,606,2,synchronize,Synchronize,0
beheeyem,606,3,analytic,Analytic,1
litwick,607,1,flash-fire,Flash femaleire,0
litwick,607,2,flame-body,Flame Body,0
litwick,607,3,infiltrator,Infiltrator,1
lampent,608,1,flash-fire,Flash femaleire,0
lampent,608,2,flame-body,Flame Body,0
lampent,608,3,infiltrator,Infiltrator,1
chandelure,609,1,flash-fire,Flash femaleire,0
chandelure,609,2,flame-body,Flame Body,0
chandelure,609,3,infiltrator,Infiltrator,1
axew,610,1,rivalry,Rivalry,0
axew,610,2,mold-breaker,Mold Breaker,0
axew,610,3,unnerve,Unnerve,1
fraxure,611,1,rivalry,Rivalry,0
fraxure,611,2,mold-breaker,Mold Breaker,0
fraxure,611,3,unnerve,Unnerve,1
haxorus,612,1,rivalry,Rivalry,0
haxorus,612,2,mold-breaker,Mold Breaker,0
haxorus,612,3,unnerve,Unnerve,1
cubchoo,613,1,snow-cloak,Snow Cloak,0
cubchoo,613,2,slush-rush,Slush Rush,0
cubchoo,613,3,rattled,Rattled,1
beartic,614,1,snow-cloak,Snow Cloak,0
beartic,614,2,slush-rush,Slush Rush,0
beartic,614,3,swift-swim,Swift Swim,1
cryogonal,615,1,levitate,Levitate,0
shelmet,616,1,hydration,Hydration,0
shelmet,616,2,shell-armor,Shell Armor,0
shelmet,616,3,overcoat,Overcoat,1
accelgor,617,1,hydration,Hydration,0
accelgor,617,2,sticky-hold,Sticky Hold,0
accelgor,617,3,unburden,Unburden,1
stunfisk,618,1,static,Static,0
stunfisk,618,2,limber,Limber,0
stunfisk,618,3,sand-veil,Sand Veil,1
mienfoo,619,1,inner-focus,Inner femaleocus,0
mienfoo,619,2,regenerator,Regenerator,0
mienfoo,619,3,reckless,Reckless,1
mienshao,620,1,inner-focus,Inner femaleocus,0
mienshao,620,2,regenerator,Regenerator,0
mienshao,620,3,reckless,Reckless,1
druddigon,621,1,rough-skin,Rough Skin,0
druddigon,621,2,sheer-force,Sheer femaleorce,0
druddigon,621,3,mold-breaker,Mold Breaker,1
golett,622,1,iron-fist,Iron femaleist,0
golett,622,2,klutz,Klutz,0
golett,622,3,no-guard,No Guard,1
golurk,623,1,iron-fist,Iron femaleist,0
golurk,623,2,klutz,Klutz,0
golurk,623,3,no-guard,No Guard,1
pawniard,624,1,defiant,Defiant,0
pawniard,624,2,inner-focus,Inner femaleocus,0
pawniard,624,3,pressure,Pressure,1
bisharp,625,1,defiant,Defiant,0
bisharp,625,2,inner-focus,Inner femaleocus,0
bisharp,625,3,pressure,Pressure,1
bouffalant,626,1,reckless,Reckless,0
bouffalant,626,2,sap-sipper,Sap Sipper,0
bouffalant,626,3,soundproof,Soundproof,1
rufflet,627,1,keen-eye,Keen Eye,0
rufflet,627,2,sheer-force,Sheer femaleorce,0
rufflet,627,3,hustle,Hustle,1
braviary,628,1,keen-eye,Keen Eye,0
braviary,628,2,sheer-force,Sheer femaleorce,0
braviary,628,3,defiant,Defiant,1
vullaby,629,1,big-pecks,Big Pecks,0
vullaby,629,2,overcoat,Overcoat,0
vullaby,629,3,weak-armor,Weak Armor,1
mandibuzz,630,1,big-pecks,Big Pecks,0
mandibuzz,630,2,overcoat,Overcoat,0
mandibuzz,630,3,weak-armor,Weak Armor,1
heatmor,631,1,gluttony,Gluttony,0
heatmor,631,2,flash-fire,Flash femaleire,0
heatmor,631,3,white-smoke,White Smoke,1
durant,632,1,swarm,Swarm,0
durant,632,2,hustle,Hustle,0
durant,632,3,truant,Truant,1
deino,633,1,hustle,Hustle,0
zweilous,634,1,hustle,Hustle,0
hydreigon,635,1,levitate,Levitate,0
larvesta,636,1,flame-body,Flame Body,0
larvesta,636,3,swarm,Swarm,1
volcarona,637,1,flame-body,Flame Body,0
volcarona,637,3,swarm,Swarm,1
cobalion,638,1,justified,Justified,0
terrakion,639,1,justified,Justified,0
virizion,640,1,justified,Justified,0
tornadus-incarnate,641,1,prankster,Prankster,0
tornadus-incarnate,641,3,defiant,Defiant,1
thundurus-incarnate,642,1,prankster,Prankster,0
thundurus-incarnate,642,3,defiant,Defiant,1
reshiram,643,1,turboblaze,Turboblaze,0
zekrom,644,1,teravolt,Teravolt,0
landorus-incarnate,645,1,sand-force,Sand femaleorce,0
landorus-incarnate,645,3,sheer-force,Sheer femaleorce,1
kyurem,646,1,pressure,Pressure,0
keldeo-ordinary,647,1,justified,Justified,0
meloetta-aria,648,1,serene-grace,Serene Grace,0
genesect,649,1,download,Download,0
chespin,650,1,overgrow,Overgrow,0
chespin,650,3,bulletproof,Bulletproof,1
quilladin,651,1,overgrow,Overgrow,0
quilladin,651,3,bulletproof,Bulletproof,1
chesnaught,652,1,overgrow,Overgrow,0
chesnaught,652,3,bulletproof,Bulletproof,1
fennekin,653,1,blaze,Blaze,0
fennekin,653,3,magician,Magician,1
braixen,654,1,blaze,Blaze,0
braixen,654,3,magician,Magician,1
delphox,655,1,blaze,Blaze,0
delphox,655,3,magician,Magician,1
froakie,656,1,torrent,Torrent,0
froakie,656,3,protean,Protean,1
frogadier,657,1,torrent,Torrent,0
frogadier,657,3,protean,Protean,1
greninja,658,1,torrent,Torrent,0
greninja,658,3,protean,Protean,1
bunnelby,659,1,pickup,Pickup,0
bunnelby,659,2,cheek-pouch,Cheek Pouch,0
bunnelby,659,3,huge-power,Huge Power,1
diggersby,660,1,pickup,Pickup,0
diggersby,660,2,cheek-pouch,Cheek Pouch,0
diggersby,660,3,huge-power,Huge Power,1
fletchling,661,1,big-pecks,Big Pecks,0
fletchling,661,3,gale-wings,Gale Wings,1
fletchinder,662,1,flame-body,Flame Body,0
fletchinder,662,3,gale-wings,Gale Wings,1
talonflame,663,1,flame-body,Flame Body,0
talonflame,663,3,gale-wings,Gale Wings,1
scatterbug,664,1,shield-dust,Shield Dust,0
scatterbug,664,2,compound-eyes,Compound Eyes,0
scatterbug,664,3,friend-guard,Friend Guard,1
spewpa,665,1,shed-skin,Shed Skin,0
spewpa,665,3,friend-guard,Friend Guard,1
vivillon,666,1,shield-dust,Shield Dust,0
vivillon,666,2,compound-eyes,Compound Eyes,0
vivillon,666,3,friend-guard,Friend Guard,1
litleo,667,1,rivalry,Rivalry,0
litleo,667,2,unnerve,Unnerve,0
litleo,667,3,moxie,Moxie,1
pyroar-male,668,1,rivalry,Rivalry,0
pyroar-male,668,2,unnerve,Unnerve,0
pyroar-male,668,3,moxie,Moxie,1
flabebe,669,1,flower-veil,Flower Veil,0
flabebe,669,3,symbiosis,Symbiosis,1
floette,670,1,flower-veil,Flower Veil,0
floette,670,3,symbiosis,Symbiosis,1
florges,671,1,flower-veil,Flower Veil,0
florges,671,3,symbiosis,Symbiosis,1
skiddo,672,1,sap-sipper,Sap Sipper,0
skiddo,672,3,grass-pelt,Grass Pelt,1
gogoat,673,1,sap-sipper,Sap Sipper,0
gogoat,673,3,grass-pelt,Grass Pelt,1
pancham,674,1,iron-fist,Iron femaleist,0
pancham,674,2,mold-breaker,Mold Breaker,0
pancham,674,3,scrappy,Scrappy,1
pangoro,675,1,iron-fist,Iron femaleist,0
pangoro,675,2,mold-breaker,Mold Breaker,0
pangoro,675,3,scrappy,Scrappy,1
furfrou,676,1,fur-coat,Fur Coat,0
espurr,677,1,keen-eye,Keen Eye,0
espurr,677,2,infiltrator,Infiltrator,0
espurr,677,3,own-tempo,Own Tempo,1
meowstic-male,678,1,keen-eye,Keen Eye,0
meowstic-male,678,2,infiltrator,Infiltrator,0
meowstic-male,678,3,prankster,Prankster,1
honedge,679,1,no-guard,No Guard,0
doublade,680,1,no-guard,No Guard,0
aegislash-shield,681,1,stance-change,Stance Change,0
spritzee,682,1,healer,Healer,0
spritzee,682,3,aroma-veil,Aroma Veil,1
aromatisse,683,1,healer,Healer,0
aromatisse,683,3,aroma-veil,Aroma Veil,1
swirlix,684,1,sweet-veil,Sweet Veil,0
swirlix,684,3,unburden,Unburden,1
slurpuff,685,1,sweet-veil,Sweet Veil,0
slurpuff,685,3,unburden,Unburden,1
inkay,686,1,contrary,Contrary,0
inkay,686,2,suction-cups,Suction Cups,0
inkay,686,3,infiltrator,Infiltrator,1
malamar,687,1,contrary,Contrary,0
malamar,687,2,suction-cups,Suction Cups,0
malamar,687,3,infiltrator,Infiltrator,1
binacle,688,1,tough-claws,Tough Claws,0
binacle,688,2,sniper,Sniper,0
binacle,688,3,pickpocket,Pickpocket,1
barbaracle,689,1,tough-claws,Tough Claws,0
barbaracle,689,2,sniper,Sniper,0
barbaracle,689,3,pickpocket,Pickpocket,1
skrelp,690,1,poison-point,Poison Point,0
skrelp,690,2,poison-touch,Poison Touch,0
skrelp,690,3,adaptability,Adaptability,1
dragalge,691,1,poison-point,Poison Point,0
dragalge,691,2,poison-touch,Poison Touch,0
dragalge,691,3,adaptability,Adaptability,1
clauncher,692,1,mega-launcher,Mega Launcher,0
clawitzer,693,1,mega-launcher,Mega Launcher,0
helioptile,694,1,dry-skin,Dry Skin,0
helioptile,694,2,sand-veil,Sand Veil,0
helioptile,694,3,solar-power,Solar Power,1
heliolisk,695,1,dry-skin,Dry Skin,0
heliolisk,695,2,sand-veil,Sand Veil,0
heliolisk,695,3,solar-power,Solar Power,1
tyrunt,696,1,strong-jaw,Strong Jaw,0
tyrunt,696,3,sturdy,Sturdy,1
tyrantrum,697,1,strong-jaw,Strong Jaw,0
tyrantrum,697,3,rock-head,Rock Head,1
amaura,698,1,refrigerate,Refrigerate,0
amaura,698,3,snow-warning,Snow Warning,1
aurorus,699,1,refrigerate,Refrigerate,0
aurorus,699,3,snow-warning,Snow Warning,1
sylveon,700,1,cute-charm,Cute Charm,0
sylveon,700,3,pixilate,Pixilate,1
hawlucha,701,1,limber,Limber,0
hawlucha,701,2,unburden,Unburden,0
hawlucha,701,3,mold-breaker,Mold Breaker,1
dedenne,702,1,cheek-pouch,Cheek Pouch,0
dedenne,702,2,pickup,Pickup,0
dedenne,702,3,plus,Plus,1
carbink,703,1,clear-body,Clear Body,0
carbink,703,3,sturdy,Sturdy,1
goomy,704,1,sap-sipper,Sap Sipper,0
goomy,704,2,hydration,Hydration,0
goomy,704,3,gooey,Gooey,1
sliggoo,705,1,sap-sipper,Sap Sipper,0
sliggoo,705,2,hydration,Hydration,0
sliggoo,705,3,gooey,Gooey,1
goodra,706,1,sap-sipper,Sap Sipper,0
goodra,706,2,hydration,Hydration,0
goodra,706,3,gooey,Gooey,1
klefki,707,1,prankster,Prankster,0
klefki,707,3,magician,Magician,1
phantump,708,1,natural-cure,Natural Cure,0
phantump,708,2,frisk,Frisk,0
phantump,708,3,harvest,Harvest,1
trevenant,709,1,natural-cure,Natural Cure,0
trevenant,709,2,frisk,Frisk,0
trevenant,709,3,harvest,Harvest,1
pumpkaboo-average,710,1,pickup,Pickup,0
pumpkaboo-average,710,2,frisk,Frisk,0
pumpkaboo-average,710,3,insomnia,Insomnia,1
gourgeist-average,711,1,pickup,Pickup,0
gourgeist-average,711,2,frisk,Frisk,0
gourgeist-average,711,3,insomnia,Insomnia,1
bergmite,712,1,own-tempo,Own Tempo,0
bergmite,712,2,ice-body,Ice Body,0
bergmite,712,3,sturdy,Sturdy,1
avalugg,713,1,own-tempo,Own Tempo,0
avalugg,713,2,ice-body,Ice Body,0
avalugg,713,3,sturdy,Sturdy,1
noibat,714,1,frisk,Frisk,0
noibat,714,2,infiltrator,Infiltrator,0
noibat,714,3,telepathy,Telepathy,1
noivern,715,1,frisk,Frisk,0
noivern,715,2,infiltrator,Infiltrator,0
noivern,715,3,telepathy,Telepathy,1
xerneas,716,1,fairy-aura,Fairy Aura,0
yveltal,717,1,dark-aura,Dark Aura,0
zygarde-50,718,1,aura-break,Aura Break,0
diancie,719,1,clear-body,Clear Body,0
hoopa,720,1,magician,Magician,0
volcanion,721,1,water-absorb,Water Absorb,0
rowlet,722,1,overgrow,Overgrow,0
rowlet,722,3,long-reach,Long Reach,1
dartrix,723,1,overgrow,Overgrow,0
dartrix,723,3,long-reach,Long Reach,1
decidueye,724,1,overgrow,Overgrow,0
decidueye,724,3,long-reach,Long Reach,1
litten,725,1,blaze,Blaze,0
litten,725,3,intimidate,Intimidate,1
torracat,726,1,blaze,Blaze,0
torracat,726,3,intimidate,Intimidate,1
incineroar,727,1,blaze,Blaze,0
incineroar,727,3,intimidate,Intimidate,1
popplio,728,1,torrent,Torrent,0
popplio,728,3,liquid-voice,Liquid Voice,1
brionne,729,1,torrent,Torrent,0
brionne,729,3,liquid-voice,Liquid Voice,1
primarina,730,1,torrent,Torrent,0
primarina,730,3,liquid-voice,Liquid Voice,1
pikipek,731,1,keen-eye,Keen Eye,0
pikipek,731,2,skill-link,Skill Link,0
pikipek,731,3,pickup,Pickup,1
trumbeak,732,1,keen-eye,Keen Eye,0
trumbeak,732,2,skill-link,Skill Link,0
trumbeak,732,3,pickup,Pickup,1
toucannon,733,1,keen-eye,Keen Eye,0
toucannon,733,2,skill-link,Skill Link,0
toucannon,733,3,sheer-force,Sheer femaleorce,1
yungoos,734,1,stakeout,Stakeout,0
yungoos,734,2,strong-jaw,Strong Jaw,0
yungoos,734,3,adaptability,Adaptability,1
gumshoos,735,1,stakeout,Stakeout,0
gumshoos,735,2,strong-jaw,Strong Jaw,0
gumshoos,735,3,adaptability,Adaptability,1
grubbin,736,1,swarm,Swarm,0
charjabug,737,1,battery,Battery,0
vikavolt,738,1,levitate,Levitate,0
crabrawler,739,1,hyper-cutter,Hyper Cutter,0
crabrawler,739,2,iron-fist,Iron femaleist,0
crabrawler,739,3,anger-point,Anger Point,1
crabominable,740,1,hyper-cutter,Hyper Cutter,0
crabominable,740,2,iron-fist,Iron femaleist,0
crabominable,740,3,anger-point,Anger Point,1
oricorio-baile,741,1,dancer,Dancer,0
cutiefly,742,1,honey-gather,Honey Gather,0
cutiefly,742,2,shield-dust,Shield Dust,0
cutiefly,742,3,sweet-veil,Sweet Veil,1
ribombee,743,1,honey-gather,Honey Gather,0
ribombee,743,2,shield-dust,Shield Dust,0
ribombee,743,3,sweet-veil,Sweet Veil,1
rockruff,744,1,keen-eye,Keen Eye,0
rockruff,744,2,vital-spirit,Vital Spirit,0
rockruff,744,3,steadfast,Steadfast,1
lycanroc-midday,745,1,keen-eye,Keen Eye,0
lycanroc-midday,745,2,sand-rush,Sand Rush,0
lycanroc-midday,745,3,steadfast,Steadfast,1
wishiwashi-solo,746,1,schooling,Schooling,0
mareanie,747,1,merciless,Merciless,0
mareanie,747,2,limber,Limber,0
mareanie,747,3,regenerator,Regenerator,1
toxapex,748,1,merciless,Merciless,0
toxapex,748,2,limber,Limber,0
toxapex,748,3,regenerator,Regenerator,1
mudbray,749,1,own-tempo,Own Tempo,0
mudbray,749,2,stamina,Stamina,0
mudbray,749,3,inner-focus,Inner femaleocus,1
mudsdale,750,1,own-tempo,Own Tempo,0
mudsdale,750,2,stamina,Stamina,0
mudsdale,750,3,inner-focus,Inner femaleocus,1
dewpider,751,1,water-bubble,Water Bubble,0
dewpider,751,3,water-absorb,Water Absorb,1
araquanid,752,1,water-bubble,Water Bubble,0
araquanid,752,3,water-absorb,Water Absorb,1
fomantis,753,1,leaf-guard,Leaf Guard,0
fomantis,753,3,contrary,Contrary,1
lurantis,754,1,leaf-guard,Leaf Guard,0
lurantis,754,3,contrary,Contrary,1
morelull,755,1,illuminate,Illuminate,0
morelull,755,2,effect-spore,Effect Spore,0
morelull,755,3,rain-dish,Rain Dish,1
shiinotic,756,1,illuminate,Illuminate,0
shiinotic,756,2,effect-spore,Effect Spore,0
shiinotic,756,3,rain-dish,Rain Dish,1
salandit,757,1,corrosion,Corrosion,0
salandit,757,3,oblivious,Oblivious,1
salazzle,758,1,corrosion,Corrosion,0
salazzle,758,3,oblivious,Oblivious,1
stufful,759,1,fluffy,Fluffy,0
stufful,759,2,klutz,Klutz,0
stufful,759,3,cute-charm,Cute Charm,1
bewear,760,1,fluffy,Fluffy,0
bewear,760,2,klutz,Klutz,0
bewear,760,3,unnerve,Unnerve,1
bounsweet,761,1,leaf-guard,Leaf Guard,0
bounsweet,761,2,oblivious,Oblivious,0
bounsweet,761,3,sweet-veil,Sweet Veil,1
steenee,762,1,leaf-guard,Leaf Guard,0
steenee,762,2,oblivious,Oblivious,0
steenee,762,3,sweet-veil,Sweet Veil,1
tsareena,763,1,leaf-guard,Leaf Guard,0
tsareena,763,2,queenly-majesty,Queenly maleajesty,0
tsareena,763,3,sweet-veil,Sweet Veil,1
comfey,764,1,flower-veil,Flower Veil,0
comfey,764,2,triage,Triage,0
comfey,764,3,natural-cure,Natural Cure,1
oranguru,765,1,inner-focus,Inner femaleocus,0
oranguru,765,2,telepathy,Telepathy,0
oranguru,765,3,symbiosis,Symbiosis,1
passimian,766,1,receiver,Receiver,0
passimian,766,3,defiant,Defiant,1
wimpod,767,1,wimp-out,Wimp Out,0
