canonical_slug,pokemon_id,slot,type_name
decidueye-hisui,10244,2,Fighting
dialga-origin,10245,1,Steel
dialga-origin,10245,2,Dragon
palkia-origin,10246,1,Water
palkia-origin,10246,2,Dragon
basculin-white-striped,10247,1,Water
basculegion-female,10248,1,Water
basculegion-female,10248,2,Ghost
enamorus-therian,10249,1,Fairy
enamorus-therian,10249,2,Flying
tauros-paldea-combat-breed,10250,1,Fighting
tauros-paldea-blaze-breed,10251,1,Fighting
tauros-paldea-blaze-breed,10251,2,Fire
tauros-paldea-aqua-breed,10252,1,Fighting
tauros-paldea-aqua-breed,10252,2,Water
wooper-paldea,10253,1,Poison
wooper-paldea,10253,2,Ground
oinkologne-female,10254,1,Normal
dudunsparce-three-segment,10255,1,Normal
palafin-hero,10256,1,Water
maushold-family-of-three,10257,1,Normal
tatsugiri-droopy,10258,1,Dragon
tatsugiri-droopy,10258,2,Water
tatsugiri-stretchy,10259,1,Dragon
tatsugiri-stretchy,10259,2,Water
squawkabilly-blue-plumage,10260,1,Normal
squawkabilly-blue-plumage,10260,2,Flying
squawkabilly-yellow-plumage,10261,1,Normal
squawkabilly-yellow-plumage,10261,2,Flying
squawkabilly-white-plumage,10262,1,Normal
squawkabilly-white-plumage,10262,2,Flying
gimmighoul-roaming,10263,1,Ghost
koraidon-limited-build,10264,1,Fighting
koraidon-limited-build,10264,2,Dragon
koraidon-sprinting-build,10265,1,Fighting
koraidon-sprinting-build,10265,2,Dragon
koraidon-swimming-build,10266,1,Fighting
koraidon-swimming-build,10266,2,Dragon
koraidon-gliding-build,10267,1,Fighting
koraidon-gliding-build,10267,2,Dragon
miraidon-low-power-mode,10268,1,Electric
miraidon-low-power-mode,10268,2,Dragon
miraidon-drive-mode,10269,1,Electric
miraidon-drive-mode,10269,2,Dragon
miraidon-aquatic-mode,10270,1,Electric
miraidon-aquatic-mode,10270,2,Dragon
miraidon-glide-mode,10271,1,Electric
miraidon-glide-mode,10271,2,Dragon
ursaluna-bloodmoon,10272,1,Ground
ursaluna-bloodmoon,10272,2,Normal
ogerpon-wellspring-mask,10273,1,Grass
ogerpon-wellspring-mask,10273,2,Water
ogerpon-hearthflame-mask,10274,1,Grass
ogerpon-hearthflame-mask,10274,2,Fire
ogerpon-cornerstone-mask,10275,1,Grass
ogerpon-cornerstone-mask,10275,2,Rock
terapagos-terastal,10276,1,Normal
terapagos-stellar,10277,1,Normal
clefable-mega,10278,1,Fairy
clefable-mega,10278,2,Flying
victreebel-mega,10279,1,Grass
victreebel-mega,10279,2,Poison
starmie-mega,10280,1,Water
starmie-mega,10280,2,Psychic
dragonite-mega,10281,1,Dragon
dragonite-mega,10281,2,Flying
meganium-mega,10282,1,Grass
meganium-mega,10282,2,Fairy
feraligatr-mega,10283,1,Water
feraligatr-mega,10283,2,Dragon
skarmory-mega,10284,1,Steel
skarmory-mega,10284,2,Flying
froslass-mega,10285,1,Ice
froslass-mega,10285,2,Ghost
emboar-mega,10286,1,Fire
emboar-mega,10286,2,Fighting
excadrill-mega,10287,1,Ground
excadrill-mega,10287,2,Steel
scolipede-mega,10288,1,Bug
scolipede-mega,10288,2,Poison
scrafty-mega,10289,1,Dark
scrafty-mega,10289,2,Fighting
eelektross-mega,10290,1,Electric
chandelure-mega,10291,1,Ghost
chandelure-mega,10291,2,Fire
chesnaught-mega,10292,1,Grass
chesnaught-mega,10292,2,Fighting
delphox-mega,10293,1,Fire
delphox-mega,10293,2,Psychic
greninja-mega,10294,1,Water
greninja-mega,10294,2,Dark
pyroar-mega,10295,1,Fire
pyroar-mega,10295,2,Normal
floette-mega,10296,1,Fairy
malamar-mega,10297,1,Dark
malamar-mega,10297,2,Psychic
barbaracle-mega,10298,1,Rock
barbaracle-mega,10298,2,Fighting
dragalge-mega,10299,1,Poison
dragalge-mega,10299,2,Dragon
hawlucha-mega,10300,1,Fighting
hawlucha-mega,10300,2,Flying
zygarde-mega,10301,1,Dragon
zygarde-mega,10301,2,Ground
drampa-mega,10302,1,Normal
drampa-mega,10302,2,Dragon
falinks-mega,10303,1,Fighting
raichu-mega-x,10304,1,Electric
raichu-mega-y,10305,1,Electric
chimecho-mega,10306,1,Psychic
chimecho-mega,10306,2,Steel
absol-mega-z,10307,1,Dark
absol-mega-z,10307,2,Ghost
staraptor-mega,10308,1,Fighting
staraptor-mega,10308,2,Flying
garchomp-mega-z,10309,1,Dragon
lucario-mega-z,10310,1,Fighting
lucario-mega-z,10310,2,Steel
heatran-mega,10311,1,Fire
heatran-mega,10311,2,Steel
darkrai-mega,10312,1,Dark
golurk-mega,10313,1,Ground
golurk-mega,10313,2,Ghost
meowstic-mega,10314,1,Psychic
crabominable-mega,10315,1,Fighting
crabominable-mega,10315,2,Ice
golisopod-mega,10316,1,Bug
golisopod-mega,10316,2,Steel
magearna-mega,10317,1,Steel
magearna-mega,10317,2,Fairy
magearna-original-mega,10318,1,Steel
magearna-original-mega,10318,2,Fairy
zeraora-mega,10319,1,Electric
scovillain-mega,10320,1,Grass
scovillain-mega,10320,2,Fire
glimmora-mega,10321,1,Rock
glimmora-mega,10321,2,Poison
tatsugiri-curly-mega,10322,1,Dragon
tatsugiri-curly-mega,10322,2,Water
tatsugiri-droopy-mega,10323,1,Dragon
tatsugiri-droopy-mega,10323,2,Water
tatsugiri-stretchy-mega,10324,1,Dragon
tatsugiri-stretchy-mega,10324,2,Water
baxcalibur-mega,10325,1,Dragon
baxcalibur-mega,10325,2,Ice
