canonical_slug,display_name,dexnum_int,official_artwork_url,artwork_variant_url,sprite_url,image_url,official_pokedex_url,official_reference_scope,validated_at,official_artwork_http_status,validation_status,mismatch_fields,validation_notes
keldeo-resolute,Keldeo Resolute,647,https://assets.pokemon.com/assets/cms2/img/pokedex/full/647.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10024.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10024.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10024.png,https://www.pokemon.com/us/pokedex/keldeo,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
meloetta-aria,Meloetta Aria,648,https://assets.pokemon.com/assets/cms2/img/pokedex/full/648.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/648.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/648.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/648.png,https://www.pokemon.com/us/pokedex/meloetta,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
meloetta-pirouette,Meloetta Pirouette,648,https://assets.pokemon.com/assets/cms2/img/pokedex/full/648.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10018.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10018.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10018.png,https://www.pokemon.com/us/pokedex/meloetta,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
genesect,Genesect,649,https://assets.pokemon.com/assets/cms2/img/pokedex/full/649.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/649.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/649.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/649.png,https://www.pokemon.com/us/pokedex/genesect,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
chespin,Chespin,650,https://assets.pokemon.com/assets/cms2/img/pokedex/full/650.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/650.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/650.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/650.png,https://www.pokemon.com/us/pokedex/chespin,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
quilladin,Quilladin,651,https://assets.pokemon.com/assets/cms2/img/pokedex/full/651.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/651.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/651.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/651.png,https://www.pokemon.com/us/pokedex/quilladin,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
chesnaught,Chesnaught,652,https://assets.pokemon.com/assets/cms2/img/pokedex/full/652.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/652.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/652.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/652.png,https://www.pokemon.com/us/pokedex/chesnaught,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
chesnaught-mega,Chesnaught maleega,652,https://assets.pokemon.com/assets/cms2/img/pokedex/full/652.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10292.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10292.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10292.png,https://www.pokemon.com/us/pokedex/chesnaught,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
fennekin,Fennekin,653,https://assets.pokemon.com/assets/cms2/img/pokedex/full/653.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/653.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/653.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/653.png,https://www.pokemon.com/us/pokedex/fennekin,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
braixen,Braixen,654,https://assets.pokemon.com/assets/cms2/img/pokedex/full/654.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/654.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/654.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/654.png,https://www.pokemon.com/us/pokedex/braixen,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
delphox,Delphox,655,https://assets.pokemon.com/assets/cms2/img/pokedex/full/655.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/655.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/655.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/655.png,https://www.pokemon.com/us/pokedex/delphox,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
delphox-mega,Delphox maleega,655,https://assets.pokemon.com/assets/cms2/img/pokedex/full/655.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10293.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10293.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10293.png,https://www.pokemon.com/us/pokedex/delphox,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
froakie,Froakie,656,https://assets.pokemon.com/assets/cms2/img/pokedex/full/656.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/656.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/656.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/656.png,https://www.pokemon.com/us/pokedex/froakie,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
frogadier,Frogadier,657,https://assets.pokemon.com/assets/cms2/img/pokedex/full/657.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/657.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/657.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/657.png,https://www.pokemon.com/us/pokedex/frogadier,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
greninja,Greninja,658,https://assets.pokemon.com/assets/cms2/img/pokedex/full/658.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/658.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/658.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/658.png,https://www.pokemon.com/us/pokedex/greninja,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
greninja-ash,Greninja Ash,658,https://assets.pokemon.com/assets/cms2/img/pokedex/full/658.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10117.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10117.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10117.png,https://www.pokemon.com/us/pokedex/greninja,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
greninja-battle-bond,Greninja Battle Bond,658,https://assets.pokemon.com/assets/cms2/img/pokedex/full/658.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10116.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10116.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10116.png,https://www.pokemon.com/us/pokedex/greninja,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
greninja-mega,Greninja maleega,658,https://assets.pokemon.com/assets/cms2/img/pokedex/full/658.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10294.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10294.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10294.png,https://www.pokemon.com/us/pokedex/greninja,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
bunnelby,Bunnelby,659,https://assets.pokemon.com/assets/cms2/img/pokedex/full/659.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/659.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/659.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/659.png,https://www.pokemon.com/us/pokedex/bunnelby,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
diggersby,Diggersby,660,https://assets.pokemon.com/assets/cms2/img/pokedex/full/660.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/660.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/660.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/660.png,https://www.pokemon.com/us/pokedex/diggersby,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
fletchling,Fletchling,661,https://assets.pokemon.com/assets/cms2/img/pokedex/full/661.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/661.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/661.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/661.png,https://www.pokemon.com/us/pokedex/fletchling,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
fletchinder,Fletchinder,662,https://assets.pokemon.com/assets/cms2/img/pokedex/full/662.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/662.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/662.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/662.png,https://www.pokemon.com/us/pokedex/fletchinder,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
talonflame,Talonflame,663,https://assets.pokemon.com/assets/cms2/img/pokedex/full/663.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/663.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/663.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/663.png,https://www.pokemon.com/us/pokedex/talonflame,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
scatterbug,Scatterbug,664,https://assets.pokemon.com/assets/cms2/img/pokedex/full/664.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/664.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png,https://www.pokemon.com/us/pokedex/scatterbug,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
spewpa,Spewpa,665,https://assets.pokemon.com/assets/cms2/img/pokedex/full/665.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/665.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/665.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/665.png,https://www.pokemon.com/us/pokedex/spewpa,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
vivillon,Vivillon,666,https://assets.pokemon.com/assets/cms2/img/pokedex/full/666.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/666.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png,https://www.pokemon.com/us/pokedex/vivillon,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
litleo,Litleo,667,https://assets.pokemon.com/assets/cms2/img/pokedex/full/667.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/667.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png,https://www.pokemon.com/us/pokedex/litleo,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
pyroar-male,Pyroar maleale,668,https://assets.pokemon.com/assets/cms2/img/pokedex/full/668.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/668.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png,https://www.pokemon.com/us/pokedex/pyroar,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
pyroar-mega,Pyroar maleega,668,https://assets.pokemon.com/assets/cms2/img/pokedex/full/668.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10295.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10295.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10295.png,https://www.pokemon.com/us/pokedex/pyroar,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
flabebe,Flabebe,669,https://assets.pokemon.com/assets/cms2/img/pokedex/full/669.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/669.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/669.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/669.png,https://www.pokemon.com/us/pokedex/flabebe,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
floette,Floette,670,https://assets.pokemon.com/assets/cms2/img/pokedex/full/670.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/670.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/670.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/670.png,https://www.pokemon.com/us/pokedex/floette,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
floette-eternal,Floette Eternal,670,https://assets.pokemon.com/assets/cms2/img/pokedex/full/670.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10061.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10061.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10061.png,https://www.pokemon.com/us/pokedex/floette,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
floette-mega,Floette maleega,670,https://assets.pokemon.com/assets/cms2/img/pokedex/full/670.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10296.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10296.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10296.png,https://www.pokemon.com/us/pokedex/floette,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
florges,Florges,671,https://assets.pokemon.com/assets/cms2/img/pokedex/full/671.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/671.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/671.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/671.png,https://www.pokemon.com/us/pokedex/florges,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
skiddo,Skiddo,672,https://assets.pokemon.com/assets/cms2/img/pokedex/full/672.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/672.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/672.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/672.png,https://www.pokemon.com/us/pokedex/skiddo,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
gogoat,Gogoat,673,https://assets.pokemon.com/assets/cms2/img/pokedex/full/673.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/673.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/673.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/673.png,https://www.pokemon.com/us/pokedex/gogoat,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
pancham,Pancham,674,https://assets.pokemon.com/assets/cms2/img/pokedex/full/674.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/674.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/674.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/674.png,https://www.pokemon.com/us/pokedex/pancham,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
pangoro,Pangoro,675,https://assets.pokemon.com/assets/cms2/img/pokedex/full/675.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/675.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/675.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/675.png,https://www.pokemon.com/us/pokedex/pangoro,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
furfrou,Furfrou,676,https://assets.pokemon.com/assets/cms2/img/pokedex/full/676.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/676.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/676.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/676.png,https://www.pokemon.com/us/pokedex/furfrou,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
espurr,Espurr,677,https://assets.pokemon.com/assets/cms2/img/pokedex/full/677.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/677.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/677.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/677.png,https://www.pokemon.com/us/pokedex/espurr,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
meowstic-female,Meowstic femaleemale,678,https://assets.pokemon.com/assets/cms2/img/pokedex/full/678.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10025.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10025.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10025.png,https://www.pokemon.com/us/pokedex/meowstic,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
meowstic-male,Meowstic maleale,678,https://assets.pokemon.com/assets/cms2/img/pokedex/full/678.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/678.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/678.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/678.png,https://www.pokemon.com/us/pokedex/meowstic,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
meowstic-mega,Meowstic maleega,678,https://assets.pokemon.com/assets/cms2/img/pokedex/full/678.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10314.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10314.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10314.png,https://www.pokemon.com/us/pokedex/meowstic,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
honedge,Honedge,679,https://assets.pokemon.com/assets/cms2/img/pokedex/full/679.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/679.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/679.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/679.png,https://www.pokemon.com/us/pokedex/honedge,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
doublade,Doublade,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/680.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/680.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/680.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/680.png,https://www.pokemon.com/us/pokedex/doublade,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
aegislash-blade,Aegislash Blade,681,https://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10026.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10026.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10026.png,https://www.pokemon.com/us/pokedex/aegislash,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
aegislash-shield,Aegislash Shield,681,https://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/681.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/681.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/681.png,https://www.pokemon.com/us/pokedex/aegislash,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
spritzee,Spritzee,682,https://assets.pokemon.com/assets/cms2/img/pokedex/full/682.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/682.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/682.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/682.png,https://www.pokemon.com/us/pokedex/spritzee,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
aromatisse,Aromatisse,683,https://assets.pokemon.com/assets/cms2/img/pokedex/full/683.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/683.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/683.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/683.png,https://www.pokemon.com/us/pokedex/aromatisse,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
