species_slug,species_display_name,dexnum_int,generation,gender_rate,capture_rate,base_happiness,hatch_counter,is_baby,is_legendary,is_mythical,color,shape,habitat,generation_name,growth_rate,egg_group1,egg_group2,percent_male,percent_female,evolution_chain_id,genus_en
seviper,Seviper,336,3,4,90,70,20,0,0,0,Black,Squiggle,Grassland,generation-iii,Fast Then Very Slow,Ground,Dragon,50.0,50.0,170,Fang Snake Pokémon
lunatone,Lunatone,337,3,-1,45,70,25,0,0,0,Yellow,Ball,Cave,generation-iii,Fast,Mineral,Unknown,,,171,Meteorite Pokémon
solrock,Solrock,338,3,-1,45,70,25,0,0,0,Red,Ball,Cave,generation-iii,Fast,Mineral,Unknown,,,172,Meteorite Pokémon
barboach,Barboach,339,3,4,190,70,20,0,0,0,Gray,Fish,Waters Edge,generation-iii,Medium,Water2,Unknown,50.0,50.0,173,Whiskers Pokémon
whiscash,Whiscash,340,3,4,75,70,20,0,0,0,Blue,Fish,Waters Edge,generation-iii,Medium,Water2,Unknown,50.0,50.0,173,Whiskers Pokémon
corphish,Corphish,341,3,4,205,70,15,0,0,0,Red,Armor,Waters Edge,generation-iii,Fast Then Very Slow,Water1,Water3,50.0,50.0,174,Ruffian Pokémon
crawdaunt,Crawdaunt,342,3,4,155,70,15,0,0,0,Red,Armor,Waters Edge,generation-iii,Fast Then Very Slow,Water1,Water3,50.0,50.0,174,Rogue Pokémon
baltoy,Baltoy,343,3,-1,255,70,20,0,0,0,Brown,Arms,Rough Terrain,generation-iii,Medium,Mineral,Unknown,,,175,Clay Doll Pokémon
claydol,Claydol,344,3,-1,90,70,20,0,0,0,Black,Arms,Rough Terrain,generation-iii,Medium,Mineral,Unknown,,,175,Clay Doll Pokémon
lileep,Lileep,345,3,1,45,70,30,0,0,0,Purple,Blob,Sea,generation-iii,Slow Then Very femaleast,Water3,Unknown,87.5,12.5,176,Sea Lily Pokémon
cradily,Cradily,346,3,1,45,70,30,0,0,0,Green,Blob,Sea,generation-iii,Slow Then Very femaleast,Water3,Unknown,87.5,12.5,176,Barnacle Pokémon
anorith,Anorith,347,3,1,45,70,30,0,0,0,Gray,Armor,Waters Edge,generation-iii,Slow Then Very femaleast,Water3,Unknown,87.5,12.5,177,Old Shrimp Pokémon
armaldo,Armaldo,348,3,1,45,70,30,0,0,0,Gray,Upright,Waters Edge,generation-iii,Slow Then Very femaleast,Water3,Unknown,87.5,12.5,177,Plate Pokémon
feebas,Feebas,349,3,4,255,70,20,0,0,0,Brown,Fish,Waters Edge,generation-iii,Slow Then Very femaleast,Water1,Dragon,50.0,50.0,178,Fish Pokémon
milotic,Milotic,350,3,4,60,70,20,0,0,0,Pink,Squiggle,Waters Edge,generation-iii,Slow Then Very femaleast,Water1,Dragon,50.0,50.0,178,Tender Pokémon
castform,Castform,351,3,4,45,70,25,0,0,0,Gray,Ball,Grassland,generation-iii,Medium,Fairy,Indeterminate,50.0,50.0,179,Weather Pokémon
kecleon,Kecleon,352,3,4,200,70,20,0,0,0,Green,Upright,Forest,generation-iii,Medium Slow,Ground,Unknown,50.0,50.0,180,Color Swap Pokémon
shuppet,Shuppet,353,3,4,225,35,25,0,0,0,Black,Ball,Urban,generation-iii,Fast,Indeterminate,Unknown,50.0,50.0,181,Puppet Pokémon
banette,Banette,354,3,4,45,35,25,0,0,0,Black,Upright,Urban,generation-iii,Fast,Indeterminate,Unknown,50.0,50.0,181,Marionette Pokémon
duskull,Duskull,355,3,4,190,35,25,0,0,0,Black,Arms,Forest,generation-iii,Fast,Indeterminate,Unknown,50.0,50.0,182,Requiem Pokémon
dusclops,Dusclops,356,3,4,90,35,25,0,0,0,Black,Humanoid,Forest,generation-iii,Fast,Indeterminate,Unknown,50.0,50.0,182,Beckon Pokémon
tropius,Tropius,357,3,4,200,70,25,0,0,0,Green,Quadruped,Forest,generation-iii,Slow,Monster,Plant,50.0,50.0,183,Fruit Pokémon
chimecho,Chimecho,358,3,4,45,70,25,0,0,0,Blue,Arms,Grassland,generation-iii,Fast,Indeterminate,Unknown,50.0,50.0,184,Wind Chime Pokémon
absol,Absol,359,3,4,30,35,25,0,0,0,White,Quadruped,Mountain,generation-iii,Medium Slow,Ground,Unknown,50.0,50.0,185,Disaster Pokémon
wynaut,Wynaut,360,3,4,125,70,20,1,0,0,Blue,Upright,Cave,generation-iii,Medium,No Eggs,Unknown,50.0,50.0,100,Bright Pokémon
snorunt,Snorunt,361,3,4,190,70,20,0,0,0,Gray,Humanoid,Cave,generation-iii,Medium,Fairy,Mineral,50.0,50.0,186,Snow Hat Pokémon
glalie,Glalie,362,3,4,75,70,20,0,0,0,Gray,Ball,Cave,generation-iii,Medium,Fairy,Mineral,50.0,50.0,186,Face Pokémon
spheal,Spheal,363,3,4,255,70,20,0,0,0,Blue,Fish,Sea,generation-iii,Medium Slow,Water1,Ground,50.0,50.0,187,Clap Pokémon
sealeo,Sealeo,364,3,4,120,70,20,0,0,0,Blue,Fish,Sea,generation-iii,Medium Slow,Water1,Ground,50.0,50.0,187,Ball Roll Pokémon
walrein,Walrein,365,3,4,45,70,20,0,0,0,Blue,Quadruped,Sea,generation-iii,Medium Slow,Water1,Ground,50.0,50.0,187,Ice Break Pokémon
clamperl,Clamperl,366,3,4,255,70,20,0,0,0,Blue,Ball,Sea,generation-iii,Slow Then Very femaleast,Water1,Unknown,50.0,50.0,188,Bivalve Pokémon
huntail,Huntail,367,3,4,60,70,20,0,0,0,Blue,Squiggle,Sea,generation-iii,Slow Then Very femaleast,Water1,Unknown,50.0,50.0,188,Deep Sea Pokémon
gorebyss,Gorebyss,368,3,4,60,70,20,0,0,0,Pink,Squiggle,Sea,generation-iii,Slow Then Very femaleast,Water1,Unknown,50.0,50.0,188,South Sea Pokémon
relicanth,Relicanth,369,3,1,25,70,40,0,0,0,Gray,Fish,Sea,generation-iii,Slow,Water1,Water2,87.5,12.5,189,Longevity Pokémon
luvdisc,Luvdisc,370,3,6,225,70,20,0,0,0,Pink,Fish,Sea,generation-iii,Fast,Water2,Unknown,25.0,75.0,190,Rendezvous Pokémon
bagon,Bagon,371,3,4,45,35,40,0,0,0,Blue,Humanoid,Rough Terrain,generation-iii,Slow,Dragon,Unknown,50.0,50.0,191,Rock Head Pokémon
shelgon,Shelgon,372,3,4,45,35,40,0,0,0,White,Quadruped,Rough Terrain,generation-iii,Slow,Dragon,Unknown,50.0,50.0,191,Endurance Pokémon
salamence,Salamence,373,3,4,45,35,40,0,0,0,Blue,Quadruped,Rough Terrain,generation-iii,Slow,Dragon,Unknown,50.0,50.0,191,Dragon Pokémon
beldum,Beldum,374,3,-1,3,35,40,0,0,0,Blue,Blob,Rough Terrain,generation-iii,Slow,Mineral,Unknown,,,192,Iron Ball Pokémon
metang,Metang,375,3,-1,3,35,40,0,0,0,Blue,Arms,Rough Terrain,generation-iii,Slow,Mineral,Unknown,,,192,Iron Claw Pokémon
metagross,Metagross,376,3,-1,3,35,40,0,0,0,Blue,Heads,Rough Terrain,generation-iii,Slow,Mineral,Unknown,,,192,Iron Leg Pokémon
regirock,Regirock,377,3,-1,3,35,80,0,1,0,Brown,Humanoid,Cave,generation-iii,Slow,No Eggs,Unknown,,,193,Rock Peak Pokémon
regice,Regice,378,3,-1,3,35,80,0,1,0,Blue,Humanoid,Cave,generation-iii,Slow,No Eggs,Unknown,,,194,Iceberg Pokémon
registeel,Registeel,379,3,-1,3,35,80,0,1,0,Gray,Humanoid,Cave,generation-iii,Slow,No Eggs,Unknown,,,195,Iron Pokémon
latias,Latias,380,3,8,3,90,120,0,1,0,Red,Wings,Waters Edge,generation-iii,Slow,No Eggs,Unknown,0.0,100.0,196,Eon Pokémon
latios,Latios,381,3,0,3,90,120,0,1,0,Blue,Wings,Waters Edge,generation-iii,Slow,No Eggs,Unknown,100.0,0.0,197,Eon Pokémon
kyogre,Kyogre,382,3,-1,3,0,120,0,1,0,Blue,Fish,Sea,generation-iii,Slow,No Eggs,Unknown,,,198,Sea Basin Pokémon
groudon,Groudon,383,3,-1,3,0,120,0,1,0,Red,Upright,Rough Terrain,generation-iii,Slow,No Eggs,Unknown,,,199,Continent Pokémon
rayquaza,Rayquaza,384,3,-1,45,0,120,0,1,0,Green,Squiggle,Rare,generation-iii,Slow,No Eggs,Unknown,,,200,Sky High Pokémon
jirachi,Jirachi,385,3,-1,3,100,120,0,0,1,Yellow,Humanoid,Mountain,generation-iii,Slow,No Eggs,Unknown,,,201,Wish Pokémon
deoxys,Deoxys,386,3,-1,3,0,120,0,0,1,Red,Humanoid,Rare,generation-iii,Slow,No Eggs,Unknown,,,202,DNA Pokémon
turtwig,Turtwig,387,4,1,45,70,20,0,0,0,Green,Quadruped,Unknown,generation-iv,Medium Slow,Monster,Plant,87.5,12.5,203,Tiny Leaf Pokémon
grotle,Grotle,388,4,1,45,70,20,0,0,0,Green,Quadruped,Unknown,generation-iv,Medium Slow,Monster,Plant,87.5,12.5,203,Grove Pokémon
torterra,Torterra,389,4,1,45,70,20,0,0,0,Green,Quadruped,Unknown,generation-iv,Medium Slow,Monster,Plant,87.5,12.5,203,Continent Pokémon
chimchar,Chimchar,390,4,1,45,70,20,0,0,0,Brown,Upright,Unknown,generation-iv,Medium Slow,Ground,Humanshape,87.5,12.5,204,Chimp Pokémon
monferno,Monferno,391,4,1,45,70,20,0,0,0,Brown,Upright,Unknown,generation-iv,Medium Slow,Ground,Humanshape,87.5,12.5,204,Playful Pokémon
infernape,Infernape,392,4,1,45,70,20,0,0,0,Brown,Upright,Unknown,generation-iv,Medium Slow,Ground,Humanshape,87.5,12.5,204,Flame Pokémon
piplup,Piplup,393,4,1,45,70,20,0,0,0,Blue,Humanoid,Unknown,generation-iv,Medium Slow,Water1,Ground,87.5,12.5,205,Penguin Pokémon
prinplup,Prinplup,394,4,1,45,70,20,0,0,0,Blue,Upright,Unknown,generation-iv,Medium Slow,Water1,Ground,87.5,12.5,205,Penguin Pokémon
empoleon,Empoleon,395,4,1,45,70,20,0,0,0,Blue,Upright,Unknown,generation-iv,Medium Slow,Water1,Ground,87.5,12.5,205,Emperor Pokémon
starly,Starly,396,4,4,255,70,15,0,0,0,Brown,Wings,Unknown,generation-iv,Medium Slow,Flying,Unknown,50.0,50.0,206,Starling Pokémon
staravia,Staravia,397,4,4,120,70,15,0,0,0,Brown,Wings,Unknown,generation-iv,Medium Slow,Flying,Unknown,50.0,50.0,206,Starling Pokémon
staraptor,Staraptor,398,4,4,45,70,15,0,0,0,Brown,Wings,Unknown,generation-iv,Medium Slow,Flying,Unknown,50.0,50.0,206,Predator Pokémon
bidoof,Bidoof,399,4,4,255,70,15,0,0,0,Brown,Quadruped,Unknown,generation-iv,Medium,Water1,Ground,50.0,50.0,207,Plump Mouse Pokémon
bibarel,Bibarel,400,4,4,127,70,15,0,0,0,Brown,Upright,Unknown,generation-iv,Medium,Water1,Ground,50.0,50.0,207,Beaver Pokémon
kricketot,Kricketot,401,4,4,255,70,15,0,0,0,Red,Humanoid,Unknown,generation-iv,Medium Slow,Bug,Unknown,50.0,50.0,208,Cricket Pokémon
kricketune,Kricketune,402,4,4,45,70,15,0,0,0,Red,Bug Wings,Unknown,generation-iv,Medium Slow,Bug,Unknown,50.0,50.0,208,Cricket Pokémon
shinx,Shinx,403,4,4,235,70,20,0,0,0,Blue,Quadruped,Unknown,generation-iv,Medium Slow,Ground,Unknown,50.0,50.0,209,Flash Pokémon
luxio,Luxio,404,4,4,120,100,20,0,0,0,Blue,Quadruped,Unknown,generation-iv,Medium Slow,Ground,Unknown,50.0,50.0,209,Spark Pokémon
luxray,Luxray,405,4,4,45,70,20,0,0,0,Blue,Quadruped,Unknown,generation-iv,Medium Slow,Ground,Unknown,50.0,50.0,209,Gleam Eyes Pokémon
budew,Budew,406,4,4,255,70,20,1,0,0,Green,Humanoid,Unknown,generation-iv,Medium Slow,No Eggs,Unknown,50.0,50.0,158,Bud Pokémon
roserade,Roserade,407,4,4,75,70,20,0,0,0,Green,Humanoid,Unknown,generation-iv,Medium Slow,Fairy,Plant,50.0,50.0,158,Bouquet Pokémon
cranidos,Cranidos,408,4,1,45,70,30,0,0,0,Blue,Upright,Unknown,generation-iv,Slow Then Very femaleast,Monster,Unknown,87.5,12.5,211,Head Butt Pokémon
rampardos,Rampardos,409,4,1,45,70,30,0,0,0,Blue,Upright,Unknown,generation-iv,Slow Then Very femaleast,Monster,Unknown,87.5,12.5,211,Head Butt Pokémon
shieldon,Shieldon,410,4,1,45,70,30,0,0,0,Gray,Quadruped,Unknown,generation-iv,Slow Then Very femaleast,Monster,Unknown,87.5,12.5,212,Shield Pokémon
bastiodon,Bastiodon,411,4,1,45,70,30,0,0,0,Gray,Quadruped,Unknown,generation-iv,Slow Then Very femaleast,Monster,Unknown,87.5,12.5,212,Shield Pokémon
burmy,Burmy,412,4,4,120,70,15,0,0,0,Green,Blob,Unknown,generation-iv,Medium,Bug,Unknown,50.0,50.0,213,Bagworm Pokémon
wormadam,Wormadam,413,4,8,45,70,15,0,0,0,Green,Blob,Unknown,generation-iv,Medium,Bug,Unknown,0.0,100.0,213,Bagworm Pokémon
mothim,Mothim,414,4,0,45,70,15,0,0,0,Yellow,Bug Wings,Unknown,generation-iv,Medium,Bug,Unknown,100.0,0.0,213,Moth Pokémon
combee,Combee,415,4,1,120,70,15,0,0,0,Yellow,Heads,Unknown,generation-iv,Medium Slow,Bug,Unknown,87.5,12.5,214,Tiny Bee Pokémon
vespiquen,Vespiquen,416,4,8,45,70,15,0,0,0,Yellow,Bug Wings,Unknown,generation-iv,Medium Slow,Bug,Unknown,0.0,100.0,214,Beehive Pokémon
pachirisu,Pachirisu,417,4,4,200,100,10,0,0,0,White,Quadruped,Unknown,generation-iv,Medium,Ground,Fairy,50.0,50.0,215,EleSquirrel Pokémon
buizel,Buizel,418,4,4,190,70,20,0,0,0,Brown,Quadruped,Unknown,generation-iv,Medium,Water1,Ground,50.0,50.0,216,Sea Weasel Pokémon
floatzel,Floatzel,419,4,4,75,70,20,0,0,0,Brown,Quadruped,Unknown,generation-iv,Medium,Water1,Ground,50.0,50.0,216,Sea Weasel Pokémon
cherubi,Cherubi,420,4,4,190,70,20,0,0,0,Pink,Heads,Unknown,generation-iv,Medium,Fairy,Plant,50.0,50.0,217,Cherry Pokémon
cherrim,Cherrim,421,4,4,75,70,20,0,0,0,Purple,Legs,Unknown,generation-iv,Medium,Fairy,Plant,50.0,50.0,217,Blossom Pokémon
shellos,Shellos,422,4,4,190,70,20,0,0,0,Purple,Squiggle,Unknown,generation-iv,Medium,Water1,Indeterminate,50.0,50.0,218,Sea Slug Pokémon
gastrodon,Gastrodon,423,4,4,75,70,20,0,0,0,Purple,Squiggle,Unknown,generation-iv,Medium,Water1,Indeterminate,50.0,50.0,218,Sea Slug Pokémon
ambipom,Ambipom,424,4,4,45,100,20,0,0,0,Purple,Upright,Unknown,generation-iv,Fast,Ground,Unknown,50.0,50.0,93,Long Tail Pokémon
drifloon,Drifloon,425,4,4,125,70,30,0,0,0,Purple,Arms,Unknown,generation-iv,Fast Then Very Slow,Indeterminate,Unknown,50.0,50.0,219,Balloon Pokémon
drifblim,Drifblim,426,4,4,60,70,30,0,0,0,Purple,Arms,Unknown,generation-iv,Fast Then Very Slow,Indeterminate,Unknown,50.0,50.0,219,Blimp Pokémon
buneary,Buneary,427,4,4,190,0,20,0,0,0,Brown,Upright,Unknown,generation-iv,Medium,Ground,Humanshape,50.0,50.0,220,Rabbit Pokémon
lopunny,Lopunny,428,4,4,60,140,20,0,0,0,Brown,Upright,Unknown,generation-iv,Medium,Ground,Humanshape,50.0,50.0,220,Rabbit Pokémon
mismagius,Mismagius,429,4,4,45,35,25,0,0,0,Purple,Ball,Unknown,generation-iv,Fast,Indeterminate,Unknown,50.0,50.0,98,Magical Pokémon
honchkrow,Honchkrow,430,4,4,30,35,20,0,0,0,Black,Wings,Unknown,generation-iv,Medium Slow,Flying,Unknown,50.0,50.0,97,Big Boss Pokémon
glameow,Glameow,431,4,6,190,70,20,0,0,0,Gray,Quadruped,Unknown,generation-iv,Fast,Ground,Unknown,25.0,75.0,221,Catty Pokémon
purugly,Purugly,432,4,6,75,70,20,0,0,0,Gray,Quadruped,Unknown,generation-iv,Fast,Ground,Unknown,25.0,75.0,221,Tiger Cat Pokémon
chingling,Chingling,433,4,4,120,70,25,1,0,0,Yellow,Humanoid,Unknown,generation-iv,Fast,No Eggs,Unknown,50.0,50.0,184,Bell Pokémon
stunky,Stunky,434,4,4,225,70,20,0,0,0,Purple,Quadruped,Unknown,generation-iv,Medium,Ground,Unknown,50.0,50.0,223,Skunk Pokémon
skuntank,Skuntank,435,4,4,60,70,20,0,0,0,Purple,Quadruped,Unknown,generation-iv,Medium,Ground,Unknown,50.0,50.0,223,Skunk Pokémon
bronzor,Bronzor,436,4,-1,255,70,20,0,0,0,Green,Ball,Unknown,generation-iv,Medium,Mineral,Unknown,,,224,Bronze Pokémon
bronzong,Bronzong,437,4,-1,90,70,20,0,0,0,Green,Arms,Unknown,generation-iv,Medium,Mineral,Unknown,,,224,Bronze Bell Pokémon
bonsly,Bonsly,438,4,4,255,70,20,1,0,0,Brown,Legs,Unknown,generation-iv,Medium,No Eggs,Unknown,50.0,50.0,91,Bonsai Pokémon
mime-jr,Mime Jr.,439,4,4,145,70,25,1,0,0,Pink,Humanoid,Unknown,generation-iv,Medium,No Eggs,Unknown,50.0,50.0,57,Mime Pokémon
happiny,Happiny,440,4,8,130,140,40,1,0,0,Pink,Humanoid,Unknown,generation-iv,Fast,No Eggs,Unknown,0.0,100.0,51,Playhouse Pokémon
chatot,Chatot,441,4,4,30,35,20,0,0,0,Black,Wings,Unknown,generation-iv,Medium Slow,Flying,Unknown,50.0,50.0,228,Music Note Pokémon
spiritomb,Spiritomb,442,4,4,100,70,30,0,0,0,Purple,Blob,Unknown,generation-iv,Medium,Indeterminate,Unknown,50.0,50.0,229,Forbidden Pokémon
gible,Gible,443,4,4,45,70,40,0,0,0,Blue,Upright,Unknown,generation-iv,Slow,Monster,Dragon,50.0,50.0,230,Land Shark Pokémon
gabite,Gabite,444,4,4,45,70,40,0,0,0,Blue,Upright,Unknown,generation-iv,Slow,Monster,Dragon,50.0,50.0,230,Cave Pokémon
garchomp,Garchomp,445,4,4,45,70,40,0,0,0,Blue,Upright,Unknown,generation-iv,Slow,Monster,Dragon,50.0,50.0,230,Mach Pokémon
munchlax,Munchlax,446,4,1,50,70,40,1,0,0,Black,Humanoid,Unknown,generation-iv,Slow,No Eggs,Unknown,87.5,12.5,72,Big Eater Pokémon
riolu,Riolu,447,4,1,75,70,25,1,0,0,Blue,Upright,Unknown,generation-iv,Medium Slow,No Eggs,Unknown,87.5,12.5,232,Emanation Pokémon
lucario,Lucario,448,4,1,45,70,25,0,0,0,Blue,Upright,Unknown,generation-iv,Medium Slow,Ground,Humanshape,87.5,12.5,232,Aura Pokémon
hippopotas,Hippopotas,449,4,4,140,70,30,0,0,0,Brown,Quadruped,Unknown,generation-iv,Slow,Ground,Unknown,50.0,50.0,233,Hippo Pokémon
hippowdon,Hippowdon,450,4,4,60,70,30,0,0,0,Brown,Quadruped,Unknown,generation-iv,Slow,Ground,Unknown,50.0,50.0,233,Heavyweight Pokémon
skorupi,Skorupi,451,4,4,120,70,20,0,0,0,Purple,Armor,Unknown,generation-iv,Slow,Bug,Water3,50.0,50.0,234,Scorpion Pokémon
drapion,Drapion,452,4,4,45,70,20,0,0,0,Purple,Armor,Unknown,generation-iv,Slow,Bug,Water3,50.0,50.0,234,Ogre Scorpion Pokémon
croagunk,Croagunk,453,4,4,140,100,10,0,0,0,Blue,Humanoid,Unknown,generation-iv,Medium,Humanshape,Unknown,50.0,50.0,235,Toxic Mouth Pokémon
toxicroak,Toxicroak,454,4,4,75,70,20,0,0,0,Blue,Humanoid,Unknown,generation-iv,Medium,Humanshape,Unknown,50.0,50.0,235,Toxic Mouth Pokémon
carnivine,Carnivine,455,4,4,200,70,25,0,0,0,Green,Tentacles,Unknown,generation-iv,Slow,Plant,Unknown,50.0,50.0,236,Bug Catcher Pokémon
finneon,Finneon,456,4,4,190,70,20,0,0,0,Blue,Fish,Unknown,generation-iv,Slow Then Very femaleast,Water2,Unknown,50.0,50.0,237,Wing Fish Pokémon
lumineon,Lumineon,457,4,4,75,70,20,0,0,0,Blue,Fish,Unknown,generation-iv,Slow Then Very femaleast,Water2,Unknown,50.0,50.0,237,Neon Pokémon
mantyke,Mantyke,458,4,4,25,70,25,1,0,0,Blue,Wings,Unknown,generation-iv,Slow,No Eggs,Unknown,50.0,50.0,116,Kite Pokémon
snover,Snover,459,4,4,120,70,20,0,0,0,White,Upright,Unknown,generation-iv,Slow,Monster,Plant,50.0,50.0,239,Frost Tree Pokémon
abomasnow,Abomasnow,460,4,4,60,70,20,0,0,0,White,Upright,Unknown,generation-iv,Slow,Monster,Plant,50.0,50.0,239,Frost Tree Pokémon
weavile,Weavile,461,4,4,45,35,20,0,0,0,Black,Upright,Unknown,generation-iv,Medium Slow,Ground,Unknown,50.0,50.0,109,Sharp Claw Pokémon
magnezone,Magnezone,462,4,-1,30,70,20,0,0,0,Gray,Arms,Unknown,generation-iv,Medium,Mineral,Unknown,,,34,Magnet Area Pokémon
lickilicky,Lickilicky,463,4,4,30,70,20,0,0,0,Pink,Humanoid,Unknown,generation-iv,Medium,Monster,Unknown,50.0,50.0,48,Licking Pokémon
rhyperior,Rhyperior,464,4,4,30,70,20,0,0,0,Gray,Upright,Unknown,generation-iv,Slow,Monster,Ground,50.0,50.0,50,Drill Pokémon
tangrowth,Tangrowth,465,4,4,30,70,20,0,0,0,Blue,Humanoid,Unknown,generation-iv,Medium,Plant,Unknown,50.0,50.0,52,Vine Pokémon
electivire,Electivire,466,4,2,30,70,25,0,0,0,Yellow,Upright,Unknown,generation-iv,Medium,Humanshape,Unknown,75.0,25.0,60,Thunderbolt Pokémon
magmortar,Magmortar,467,4,2,30,70,25,0,0,0,Red,Upright,Unknown,generation-iv,Medium,Humanshape,Unknown,75.0,25.0,61,Blast Pokémon
togekiss,Togekiss,468,4,1,30,70,10,0,0,0,White,Wings,Unknown,generation-iv,Fast,Flying,Fairy,87.5,12.5,87,Jubilee Pokémon
yanmega,Yanmega,469,4,4,30,70,20,0,0,0,Green,Bug Wings,Unknown,generation-iv,Medium,Bug,Unknown,50.0,50.0,95,Ogre Darner Pokémon
leafeon,Leafeon,470,4,1,45,35,35,0,0,0,Green,Quadruped,Unknown,generation-iv,Medium,Ground,Unknown,87.5,12.5,67,Verdant Pokémon
glaceon,Glaceon,471,4,1,45,35,35,0,0,0,Blue,Quadruped,Unknown,generation-iv,Medium,Ground,Unknown,87.5,12.5,67,Fresh Snow Pokémon
gliscor,Gliscor,472,4,4,30,70,20,0,0,0,Purple,Wings,Unknown,generation-iv,Medium Slow,Bug,Unknown,50.0,50.0,104,Fang Scorpion Pokémon
mamoswine,Mamoswine,473,4,4,50,70,20,0,0,0,Brown,Quadruped,Unknown,generation-iv,Slow,Ground,Unknown,50.0,50.0,112,Twin Tusk Pokémon
porygon-z,Porygon-Z,474,4,-1,30,70,20,0,0,0,Red,Arms,Unknown,generation-iv,Medium,Mineral,Unknown,,,68,Virtual Pokémon
gallade,Gallade,475,4,0,45,35,20,0,0,0,White,Humanoid,Unknown,generation-iv,Slow,Humanshape,Indeterminate,100.0,0.0,140,Blade Pokémon
probopass,Probopass,476,4,4,60,70,20,0,0,0,Gray,Heads,Unknown,generation-iv,Medium,Mineral,Unknown,50.0,50.0,147,Compass Pokémon
dusknoir,Dusknoir,477,4,4,45,35,25,0,0,0,Black,Arms,Unknown,generation-iv,Fast,Indeterminate,Unknown,50.0,50.0,182,Gripper Pokémon
froslass,Froslass,478,4,8,75,70,20,0,0,0,White,Arms,Unknown,generation-iv,Medium,Fairy,Mineral,0.0,100.0,186,Snow Land Pokémon
rotom,Rotom,479,4,-1,45,70,20,0,0,0,Red,Ball,Unknown,generation-iv,Medium,Indeterminate,Unknown,,,240,Plasma Pokémon
uxie,Uxie,480,4,-1,3,140,80,0,1,0,Yellow,Upright,Unknown,generation-iv,Slow,No Eggs,Unknown,,,241,Knowledge Pokémon
mesprit,Mesprit,481,4,-1,3,140,80,0,1,0,Pink,Upright,Unknown,generation-iv,Slow,No Eggs,Unknown,,,242,Emotion Pokémon
azelf,Azelf,482,4,-1,3,140,80,0,1,0,Blue,Upright,Unknown,generation-iv,Slow,No Eggs,Unknown,,,243,Willpower Pokémon
dialga,Dialga,483,4,-1,3,0,120,0,1,0,White,Quadruped,Unknown,generation-iv,Slow,No Eggs,Unknown,,,244,Temporal Pokémon
palkia,Palkia,484,4,-1,3,0,120,0,1,0,Purple,Upright,Unknown,generation-iv,Slow,No Eggs,Unknown,,,245,Spatial Pokémon
heatran,Heatran,485,4,4,3,100,10,0,1,0,Brown,Quadruped,Unknown,generation-iv,Slow,No Eggs,Unknown,50.0,50.0,246,Lava Dome Pokémon
regigigas,Regigigas,486,4,-1,3,0,120,0,1,0,White,Humanoid,Unknown,generation-iv,Slow,No Eggs,Unknown,,,247,Colossal Pokémon
giratina,Giratina,487,4,-1,3,0,120,0,1,0,Black,Tentacles,Unknown,generation-iv,Slow,No Eggs,Unknown,,,248,Renegade Pokémon
cresselia,Cresselia,488,4,8,3,100,120,0,1,0,Yellow,Squiggle,Unknown,generation-iv,Slow,No Eggs,Unknown,0.0,100.0,249,Lunar Pokémon
phione,Phione,489,4,-1,30,70,40,0,0,1,Blue,Arms,Unknown,generation-iv,Slow,Water1,Fairy,,,250,Sea Drifter Pokémon
manaphy,Manaphy,490,4,-1,3,70,10,0,0,1,Blue,Humanoid,Unknown,generation-iv,Slow,Water1,Fairy,,,250,Seafaring Pokémon
darkrai,Darkrai,491,4,-1,3,0,120,0,0,1,Black,Humanoid,Unknown,generation-iv,Slow,No Eggs,Unknown,,,252,Pitch-Black Pokémon
shaymin,Shaymin,492,4,-1,45,100,120,0,0,1,Green,Quadruped,Unknown,generation-iv,Medium Slow,No Eggs,Unknown,,,253,Gratitude Pokémon
arceus,Arceus,493,4,-1,3,0,120,0,0,1,White,Quadruped,Unknown,generation-iv,Slow,No Eggs,Unknown,,,254,Alpha Pokémon
victini,Victini,494,5,-1,3,100,120,0,0,1,Yellow,Humanoid,Unknown,generation-v,Slow,No Eggs,Unknown,,,255,Victory Pokémon
snivy,Snivy,495,5,1,45,70,20,0,0,0,Green,Upright,Unknown,generation-v,Medium Slow,Ground,Plant,87.5,12.5,256,Grass Snake Pokémon
servine,Servine,496,5,1,45,70,20,0,0,0,Green,Upright,Unknown,generation-v,Medium Slow,Ground,Plant,87.5,12.5,256,Grass Snake Pokémon
serperior,Serperior,497,5,1,45,70,20,0,0,0,Green,Squiggle,Unknown,generation-v,Medium Slow,Ground,Plant,87.5,12.5,256,Regal Pokémon
tepig,Tepig,498,5,1,45,70,20,0,0,0,Red,Quadruped,Unknown,generation-v,Medium Slow,Ground,Unknown,87.5,12.5,257,Fire Pig Pokémon
pignite,Pignite,499,5,1,45,70,20,0,0,0,Red,Upright,Unknown,generation-v,Medium Slow,Ground,Unknown,87.5,12.5,257,Fire Pig Pokémon
emboar,Emboar,500,5,1,45,70,20,0,0,0,Red,Upright,Unknown,generation-v,Medium Slow,Ground,Unknown,87.5,12.5,257,Mega Fire Pig Pokémon
oshawott,Oshawott,501,5,1,45,70,20,0,0,0,Blue,Upright,Unknown,generation-v,Medium Slow,Ground,Unknown,87.5,12.5,258,Sea Otter Pokémon
dewott,Dewott,502,5,1,45,70,20,0,0,0,Blue,Upright,Unknown,generation-v,Medium Slow,Ground,Unknown,87.5,12.5,258,Discipline Pokémon
