canonical_slug,pokemon_id,species_slug,display_name,form_display_name,is_default,is_mega,is_battle_only,form_order,region_tag,form_group
wimpod,767,wimpod,Wimpod,Default Form,1,0,0,926,None,Standard
golisopod,768,golisopod,Golisopod,Default Form,1,0,0,927,None,Standard
sandygast,769,sandygast,Sandygast,Default Form,1,0,0,928,None,Standard
palossand,770,palossand,Palossand,Default Form,1,0,0,929,None,Standard
pyukumuku,771,pyukumuku,Pyukumuku,Default Form,1,0,0,930,None,Standard
type-null,772,type-null,Type Null,Default Form,1,0,0,931,None,Standard
silvally,773,silvally,Silvally,Default Form,1,0,0,932,None,Standard
minior-red-meteor,774,minior,Minior Red maleeteor,Red maleeteor,1,0,0,933,None,Standard
komala,775,komala,Komala,Default Form,1,0,0,947,None,Standard
turtonator,776,turtonator,Turtonator,Default Form,1,0,0,948,None,Standard
togedemaru,777,togedemaru,Togedemaru,Default Form,1,0,0,949,None,Standard
mimikyu-disguised,778,mimikyu,Mimikyu Disguised,Disguised,1,0,1,951,None,Battle-Only
bruxish,779,bruxish,Bruxish,Default Form,1,0,0,955,None,Standard
drampa,780,drampa,Drampa,Default Form,1,0,0,956,None,Standard
dhelmise,781,dhelmise,Dhelmise,Default Form,1,0,0,957,None,Standard
jangmo-o,782,jangmo-o,Jangmo O,Default Form,1,0,0,958,None,Standard
hakamo-o,783,hakamo-o,Hakamo O,Default Form,1,0,0,959,None,Standard
kommo-o,784,kommo-o,Kommo O,Default Form,1,0,0,960,None,Standard
tapu-koko,785,tapu-koko,Tapu Koko,Default Form,1,0,0,962,None,Standard
tapu-lele,786,tapu-lele,Tapu Lele,Default Form,1,0,0,963,None,Standard
tapu-bulu,787,tapu-bulu,Tapu Bulu,Default Form,1,0,0,964,None,Standard
tapu-fini,788,tapu-fini,Tapu femaleini,Default Form,1,0,0,965,None,Standard
cosmog,789,cosmog,Cosmog,Default Form,1,0,0,966,None,Standard
cosmoem,790,cosmoem,Cosmoem,Default Form,1,0,0,967,None,Standard
solgaleo,791,solgaleo,Solgaleo,Default Form,1,0,0,968,None,Standard
lunala,792,lunala,Lunala,Default Form,1,0,0,969,None,Standard
nihilego,793,nihilego,Nihilego,Default Form,1,0,0,970,None,Standard
buzzwole,794,buzzwole,Buzzwole,Default Form,1,0,0,971,None,Standard
pheromosa,795,pheromosa,Pheromosa,Default Form,1,0,0,972,None,Standard
xurkitree,796,xurkitree,Xurkitree,Default Form,1,0,0,973,None,Standard
celesteela,797,celesteela,Celesteela,Default Form,1,0,0,974,None,Standard
kartana,798,kartana,Kartana,Default Form,1,0,0,975,None,Standard
guzzlord,799,guzzlord,Guzzlord,Default Form,1,0,0,976,None,Standard
necrozma,800,necrozma,Necrozma,Default Form,1,0,0,977,None,Standard
magearna,801,magearna,Magearna,Default Form,1,0,0,981,None,Standard
marshadow,802,marshadow,Marshadow,Default Form,1,0,0,983,None,Standard
poipole,803,poipole,Poipole,Default Form,1,0,0,984,None,Standard
naganadel,804,naganadel,Naganadel,Default Form,1,0,0,985,None,Standard
stakataka,805,stakataka,Stakataka,Default Form,1,0,0,986,None,Standard
blacephalon,806,blacephalon,Blacephalon,Default Form,1,0,0,987,None,Standard
zeraora,807,zeraora,Zeraora,Default Form,1,0,0,988,None,Standard
meltan,808,meltan,Meltan,Default Form,1,0,0,989,None,Standard
melmetal,809,melmetal,Melmetal,Default Form,1,0,0,990,None,Standard
grookey,810,grookey,Grookey,Default Form,1,0,0,991,None,Standard
thwackey,811,thwackey,Thwackey,Default Form,1,0,0,992,None,Standard
rillaboom,812,rillaboom,Rillaboom,Default Form,1,0,0,993,None,Standard
scorbunny,813,scorbunny,Scorbunny,Default Form,1,0,0,994,None,Standard
raboot,814,raboot,Raboot,Default Form,1,0,0,995,None,Standard
cinderace,815,cinderace,Cinderace,Default Form,1,0,0,996,None,Standard
sobble,816,sobble,Sobble,Default Form,1,0,0,997,None,Standard
drizzile,817,drizzile,Drizzile,Default Form,1,0,0,998,None,Standard
inteleon,818,inteleon,Inteleon,Default Form,1,0,0,999,None,Standard
skwovet,819,skwovet,Skwovet,Default Form,1,0,0,1000,None,Standard
greedent,820,greedent,Greedent,Default Form,1,0,0,1001,None,Standard
rookidee,821,rookidee,Rookidee,Default Form,1,0,0,1002,None,Standard
corvisquire,822,corvisquire,Corvisquire,Default Form,1,0,0,1003,None,Standard
corviknight,823,corviknight,Corviknight,Default Form,1,0,0,1004,None,Standard
blipbug,824,blipbug,Blipbug,Default Form,1,0,0,1005,None,Standard
dottler,825,dottler,Dottler,Default Form,1,0,0,1006,None,Standard
orbeetle,826,orbeetle,Orbeetle,Default Form,1,0,0,1007,None,Standard
nickit,827,nickit,Nickit,Default Form,1,0,0,1008,None,Standard
thievul,828,thievul,Thievul,Default Form,1,0,0,1009,None,Standard
gossifleur,829,gossifleur,Gossifleur,Default Form,1,0,0,1010,None,Standard
eldegoss,830,eldegoss,Eldegoss,Default Form,1,0,0,1011,None,Standard
wooloo,831,wooloo,Wooloo,Default Form,1,0,0,1012,None,Standard
dubwool,832,dubwool,Dubwool,Default Form,1,0,0,1013,None,Standard
chewtle,833,chewtle,Chewtle,Default Form,1,0,0,1014,None,Standard
drednaw,834,drednaw,Drednaw,Default Form,1,0,0,1015,None,Standard
yamper,835,yamper,Yamper,Default Form,1,0,0,1016,None,Standard
boltund,836,boltund,Boltund,Default Form,1,0,0,1017,None,Standard
rolycoly,837,rolycoly,Rolycoly,Default Form,1,0,0,1018,None,Standard
carkol,838,carkol,Carkol,Default Form,1,0,0,1019,None,Standard
coalossal,839,coalossal,Coalossal,Default Form,1,0,0,1020,None,Standard
applin,840,applin,Applin,Default Form,1,0,0,1021,None,Standard
flapple,841,flapple,Flapple,Default Form,1,0,0,1022,None,Standard
appletun,842,appletun,Appletun,Default Form,1,0,0,1023,None,Standard
silicobra,843,silicobra,Silicobra,Default Form,1,0,0,1024,None,Standard
sandaconda,844,sandaconda,Sandaconda,Default Form,1,0,0,1025,None,Standard
cramorant,845,cramorant,Cramorant,Default Form,1,0,0,1026,None,Standard
arrokuda,846,arrokuda,Arrokuda,Default Form,1,0,0,1029,None,Standard
barraskewda,847,barraskewda,Barraskewda,Default Form,1,0,0,1030,None,Standard
toxel,848,toxel,Toxel,Default Form,1,0,0,1031,None,Standard
toxtricity-amped,849,toxtricity,Toxtricity Amped,Amped,1,0,0,1032,None,Standard
sizzlipede,850,sizzlipede,Sizzlipede,Default Form,1,0,0,1034,None,Standard
centiskorch,851,centiskorch,Centiskorch,Default Form,1,0,0,1035,None,Standard
clobbopus,852,clobbopus,Clobbopus,Default Form,1,0,0,1036,None,Standard
grapploct,853,grapploct,Grapploct,Default Form,1,0,0,1037,None,Standard
sinistea,854,sinistea,Sinistea,Default Form,1,0,0,1038,None,Standard
polteageist,855,polteageist,Polteageist,Default Form,1,0,0,1039,None,Standard
hatenna,856,hatenna,Hatenna,Default Form,1,0,0,1040,None,Standard
hattrem,857,hattrem,Hattrem,Default Form,1,0,0,1041,None,Standard
hatterene,858,hatterene,Hatterene,Default Form,1,0,0,1042,None,Standard
impidimp,859,impidimp,Impidimp,Default Form,1,0,0,1043,None,Standard
morgrem,860,morgrem,Morgrem,Default Form,1,0,0,1044,None,Standard
grimmsnarl,861,grimmsnarl,Grimmsnarl,Default Form,1,0,0,1045,None,Standard
obstagoon,862,obstagoon,Obstagoon,Default Form,1,0,0,1046,None,Standard
perrserker,863,perrserker,Perrserker,Default Form,1,0,0,1047,None,Standard
cursola,864,cursola,Cursola,Default Form,1,0,0,1048,None,Standard
sirfetchd,865,sirfetchd,Sirfetchd,Default Form,1,0,0,1049,None,Standard
mr-rime,866,mr-rime,Mr Rime,Default Form,1,0,0,1050,None,Standard
runerigus,867,runerigus,Runerigus,Default Form,1,0,0,1051,None,Standard
milcery,868,milcery,Milcery,Default Form,1,0,0,1052,None,Standard
alcremie,869,alcremie,Alcremie,Default Form,1,0,0,1053,None,Standard
falinks,870,falinks,Falinks,Default Form,1,0,0,1054,None,Standard
pincurchin,871,pincurchin,Pincurchin,Default Form,1,0,0,1055,None,Standard
snom,872,snom,Snom,Default Form,1,0,0,1056,None,Standard
frosmoth,873,frosmoth,Frosmoth,Default Form,1,0,0,1057,None,Standard
stonjourner,874,stonjourner,Stonjourner,Default Form,1,0,0,1058,None,Standard
eiscue-ice,875,eiscue,Eiscue Ice,Ice,1,0,0,1059,None,Standard
indeedee-male,876,indeedee,Indeedee maleale,Male,1,0,0,1061,None,Standard
morpeko-full-belly,877,morpeko,Morpeko femaleull Belly,Full Belly,1,0,0,1063,None,Standard
cufant,878,cufant,Cufant,Default Form,1,0,0,1065,None,Standard
copperajah,879,copperajah,Copperajah,Default Form,1,0,0,1066,None,Standard
dracozolt,880,dracozolt,Dracozolt,Default Form,1,0,0,1067,None,Standard
arctozolt,881,arctozolt,Arctozolt,Default Form,1,0,0,1068,None,Standard
dracovish,882,dracovish,Dracovish,Default Form,1,0,0,1069,None,Standard
arctovish,883,arctovish,Arctovish,Default Form,1,0,0,1070,None,Standard
duraludon,884,duraludon,Duraludon,Default Form,1,0,0,1071,None,Standard
dreepy,885,dreepy,Dreepy,Default Form,1,0,0,1072,None,Standard
drakloak,886,drakloak,Drakloak,Default Form,1,0,0,1073,None,Standard
dragapult,887,dragapult,Dragapult,Default Form,1,0,0,1074,None,Standard
zacian,888,zacian,Zacian,Default Form,1,0,0,1075,None,Standard
zamazenta,889,zamazenta,Zamazenta,Default Form,1,0,0,1077,None,Standard
eternatus,890,eternatus,Eternatus,Default Form,1,0,0,1079,None,Standard
kubfu,891,kubfu,Kubfu,Default Form,1,0,0,1081,None,Standard
urshifu-single-strike,892,urshifu,Urshifu Single Strike,Single Strike,1,0,0,1082,None,Standard
zarude,893,zarude,Zarude,Default Form,1,0,0,1084,None,Standard
regieleki,894,regieleki,Regieleki,Default Form,1,0,0,1086,None,Standard
regidrago,895,regidrago,Regidrago,Default Form,1,0,0,1087,None,Standard
glastrier,896,glastrier,Glastrier,Default Form,1,0,0,1088,None,Standard
spectrier,897,spectrier,Spectrier,Default Form,1,0,0,1089,None,Standard
calyrex,898,calyrex,Calyrex,Default Form,1,0,0,1090,None,Standard
wyrdeer,899,wyrdeer,Wyrdeer,Default Form,1,0,0,-1,None,Standard
kleavor,900,kleavor,Kleavor,Default Form,1,0,0,-1,None,Standard
ursaluna,901,ursaluna,Ursaluna,Default Form,1,0,0,-1,None,Standard
basculegion-male,902,basculegion,Basculegion maleale,Male,1,0,0,-1,None,Standard
sneasler,903,sneasler,Sneasler,Default Form,1,0,0,-1,None,Standard
overqwil,904,overqwil,Overqwil,Default Form,1,0,0,-1,None,Standard
enamorus-incarnate,905,enamorus,Enamorus Incarnate,Incarnate,1,0,0,-1,None,Incarnate
sprigatito,906,sprigatito,Sprigatito,Default Form,1,0,0,906,None,Standard
floragato,907,floragato,Floragato,Default Form,1,0,0,907,None,Standard
meowscarada,908,meowscarada,Meowscarada,Default Form,1,0,0,908,None,Standard
fuecoco,909,fuecoco,Fuecoco,Default Form,1,0,0,909,None,Standard
crocalor,910,crocalor,Crocalor,Default Form,1,0,0,910,None,Standard
skeledirge,911,skeledirge,Skeledirge,Default Form,1,0,0,911,None,Standard
quaxly,912,quaxly,Quaxly,Default Form,1,0,0,912,None,Standard
quaxwell,913,quaxwell,Quaxwell,Default Form,1,0,0,913,None,Standard
quaquaval,914,quaquaval,Quaquaval,Default Form,1,0,0,914,None,Standard
lechonk,915,lechonk,Lechonk,Default Form,1,0,0,915,None,Standard
oinkologne-male,916,oinkologne,Oinkologne maleale,Male,1,0,0,916,None,Standard
tarountula,917,tarountula,Tarountula,Default Form,1,0,0,918,None,Standard
spidops,918,spidops,Spidops,Default Form,1,0,0,919,None,Standard
nymble,919,nymble,Nymble,Default Form,1,0,0,920,None,Standard
lokix,920,lokix,Lokix,Default Form,1,0,0,921,None,Standard
pawmi,921,pawmi,Pawmi,Default Form,1,0,0,954,None,Standard
pawmo,922,pawmo,Pawmo,Default Form,1,0,0,955,None,Standard
pawmot,923,pawmot,Pawmot,Default Form,1,0,0,956,None,Standard
tandemaus,924,tandemaus,Tandemaus,Default Form,1,0,0,945,None,Standard
maushold-family-of-four,925,maushold,Maushold femaleamily Of femaleour,Family Of femaleour,1,0,0,946,None,Standard
fidough,926,fidough,Fidough,Default Form,1,0,0,970,None,Standard
dachsbun,927,dachsbun,Dachsbun,Default Form,1,0,0,971,None,Standard
smoliv,928,smoliv,Smoliv,Default Form,1,0,0,935,None,Standard
dolliv,929,dolliv,Dolliv,Default Form,1,0,0,936,None,Standard
arboliva,930,arboliva,Arboliva,Default Form,1,0,0,937,None,Standard
squawkabilly-green-plumage,931,squawkabilly,Squawkabilly Green Plumage,Green Plumage,1,0,0,960,None,Standard
nacli,932,nacli,Nacli,Default Form,1,0,0,963,None,Standard
naclstack,933,naclstack,Naclstack,Default Form,1,0,0,964,None,Standard
garganacl,934,garganacl,Garganacl,Default Form,1,0,0,965,None,Standard
charcadet,935,charcadet,Charcadet,Default Form,1,0,0,1003,None,Standard
armarouge,936,armarouge,Armarouge,Default Form,1,0,0,1004,None,Standard
ceruledge,937,ceruledge,Ceruledge,Default Form,1,0,0,1005,None,Standard
tadbulb,938,tadbulb,Tadbulb,Default Form,1,0,0,940,None,Standard
bellibolt,939,bellibolt,Bellibolt,Default Form,1,0,0,941,None,Standard
wattrel,940,wattrel,Wattrel,Default Form,1,0,0,957,None,Standard
kilowattrel,941,kilowattrel,Kilowattrel,Default Form,1,0,0,958,None,Standard
maschiff,942,maschiff,Maschiff,Default Form,1,0,0,972,None,Standard
mabosstiff,943,mabosstiff,Mabosstiff,Default Form,1,0,0,973,None,Standard
shroodle,944,shroodle,Shroodle,Default Form,1,0,0,968,None,Standard
grafaiai,945,grafaiai,Grafaiai,Default Form,1,0,0,969,None,Standard
bramblin,946,bramblin,Bramblin,Default Form,1,0,0,974,None,Standard
brambleghast,947,brambleghast,Brambleghast,Default Form,1,0,0,975,None,Standard
toedscool,948,toedscool,Toedscool,Default Form,1,0,0,1006,None,Standard
toedscruel,949,toedscruel,Toedscruel,Default Form,1,0,0,1007,None,Standard
klawf,950,klawf,Klawf,Default Form,1,0,0,962,None,Standard
capsakid,951,capsakid,Capsakid,Default Form,1,0,0,938,None,Standard
scovillain,952,scovillain,Scovillain,Default Form,1,0,0,939,None,Standard
rellor,953,rellor,Rellor,Default Form,1,0,0,922,None,Standard
rabsca,954,rabsca,Rabsca,Default Form,1,0,0,923,None,Standard
flittle,955,flittle,Flittle,Default Form,1,0,0,926,None,Standard
espathra,956,espathra,Espathra,Default Form,1,0,0,927,None,Standard
tinkatink,957,tinkatink,Tinkatink,Default Form,1,0,0,1000,None,Standard
tinkatuff,958,tinkatuff,Tinkatuff,Default Form,1,0,0,1001,None,Standard
tinkaton,959,tinkaton,Tinkaton,Default Form,1,0,0,1002,None,Standard
wiglett,960,wiglett,Wiglett,Default Form,1,0,0,929,None,Standard
wugtrio,961,wugtrio,Wugtrio,Default Form,1,0,0,930,None,Standard
bombirdier,962,bombirdier,Bombirdier,Default Form,1,0,0,959,None,Standard
finizen,963,finizen,Finizen,Default Form,1,0,0,933,None,Standard
palafin-zero,964,palafin,Palafin Zero,Zero,1,0,0,934,None,Standard
varoom,965,varoom,Varoom,Default Form,1,0,0,942,None,Standard
revavroom,966,revavroom,Revavroom,Default Form,1,0,0,943,None,Standard
cyclizar,967,cyclizar,Cyclizar,Default Form,1,0,0,953,None,Standard
orthworm,968,orthworm,Orthworm,Default Form,1,0,0,944,None,Standard
glimmet,969,glimmet,Glimmet,Default Form,1,0,0,966,None,Standard
glimmora,970,glimmora,Glimmora,Default Form,1,0,0,967,None,Standard
greavard,971,greavard,Greavard,Default Form,1,0,0,924,None,Standard
houndstone,972,houndstone,Houndstone,Default Form,1,0,0,925,None,Standard
flamigo,973,flamigo,Flamigo,Default Form,1,0,0,961,None,Standard
cetoddle,974,cetoddle,Cetoddle,Default Form,1,0,0,947,None,Standard
cetitan,975,cetitan,Cetitan,Default Form,1,0,0,948,None,Standard
veluza,976,veluza,Veluza,Default Form,1,0,0,932,None,Standard
dondozo,977,dondozo,Dondozo,Default Form,1,0,0,931,None,Standard
tatsugiri-curly,978,tatsugiri,Tatsugiri Curly,Curly,1,0,0,952,None,Standard
annihilape,979,annihilape,Annihilape,Default Form,1,0,0,1010,None,Standard
clodsire,980,clodsire,Clodsire,Default Form,1,0,0,1009,None,Standard
farigiraf,981,farigiraf,Farigiraf,Default Form,1,0,0,928,None,Standard
dudunsparce-two-segment,982,dudunsparce,Dudunsparce Two Segment,Two Segment,1,0,0,917,None,Standard
kingambit,983,kingambit,Kingambit,Default Form,1,0,0,1008,None,Standard
great-tusk,984,great-tusk,Great Tusk,Default Form,1,0,0,978,None,Standard
scream-tail,985,scream-tail,Scream Tail,Default Form,1,0,0,982,None,Standard
brute-bonnet,986,brute-bonnet,Brute Bonnet,Default Form,1,0,0,979,None,Standard
flutter-mane,987,flutter-mane,Flutter maleane,Default Form,1,0,0,983,None,Standard
slither-wing,988,slither-wing,Slither Wing,Default Form,1,0,0,984,None,Standard
sandy-shocks,989,sandy-shocks,Sandy Shocks,Default Form,1,0,0,981,None,Standard
iron-treads,990,iron-treads,Iron Treads,Default Form,1,0,0,986,None,Standard
iron-bundle,991,iron-bundle,Iron Bundle,Default Form,1,0,0,992,None,Standard
iron-hands,992,iron-hands,Iron Hands,Default Form,1,0,0,989,None,Standard
iron-jugulis,993,iron-jugulis,Iron Jugulis,Default Form,1,0,0,990,None,Standard
iron-moth,994,iron-moth,Iron maleoth,Default Form,1,0,0,988,None,Standard
iron-thorns,995,iron-thorns,Iron Thorns,Default Form,1,0,0,991,None,Standard
frigibax,996,frigibax,Frigibax,Default Form,1,0,0,949,None,Standard
arctibax,997,arctibax,Arctibax,Default Form,1,0,0,950,None,Standard
baxcalibur,998,baxcalibur,Baxcalibur,Default Form,1,0,0,951,None,Standard
gimmighoul,999,gimmighoul,Gimmighoul,Default Form,1,0,0,976,None,Standard
gholdengo,1000,gholdengo,Gholdengo,Default Form,1,0,0,977,None,Standard
wo-chien,1001,wo-chien,Wo Chien,Default Form,1,0,0,996,None,Standard
chien-pao,1002,chien-pao,Chien Pao,Default Form,1,0,0,995,None,Standard
ting-lu,1003,ting-lu,Ting Lu,Default Form,1,0,0,994,None,Standard
chi-yu,1004,chi-yu,Chi Yu,Default Form,1,0,0,997,None,Standard
roaring-moon,1005,roaring-moon,Roaring maleoon,Default Form,1,0,0,985,None,Standard
iron-valiant,1006,iron-valiant,Iron Valiant,Default Form,1,0,0,993,None,Standard
koraidon,1007,koraidon,Koraidon,Default Form,1,0,0,998,None,Standard
miraidon,1008,miraidon,Miraidon,Default Form,1,0,0,999,None,Standard
walking-wake,1009,walking-wake,Walking Wake,Default Form,1,0,0,1093,None,Standard
iron-leaves,1010,iron-leaves,Iron Leaves,Default Form,1,0,0,1094,None,Standard
dipplin,1011,dipplin,Dipplin,Default Form,1,0,0,1095,None,Standard
poltchageist,1012,poltchageist,Poltchageist,Default Form,1,0,0,1096,None,Standard
sinistcha,1013,sinistcha,Sinistcha,Default Form,1,0,0,1097,None,Standard
okidogi,1014,okidogi,Okidogi,Default Form,1,0,0,1098,None,Standard
munkidori,1015,munkidori,Munkidori,Default Form,1,0,0,1099,None,Standard
fezandipiti,1016,fezandipiti,Fezandipiti,Default Form,1,0,0,1100,None,Standard
ogerpon,1017,ogerpon,Ogerpon,Default Form,1,0,0,1101,None,Standard
archaludon,1018,archaludon,Archaludon,Default Form,1,0,0,1102,None,Standard
hydrapple,1019,hydrapple,Hydrapple,Default Form,1,0,0,1103,None,Standard
gouging-fire,1020,gouging-fire,Gouging femaleire,Default Form,1,0,0,1104,None,Standard
raging-bolt,1021,raging-bolt,Raging Bolt,Default Form,1,0,0,1105,None,Standard
iron-boulder,1022,iron-boulder,Iron Boulder,Default Form,1,0,0,1106,None,Standard
iron-crown,1023,iron-crown,Iron Crown,Default Form,1,0,0,1107,None,Standard
terapagos,1024,terapagos,Terapagos,Default Form,1,0,0,1108,None,Standard
pecharunt,1025,pecharunt,Pecharunt,Default Form,1,0,0,1109,None,Standard
deoxys-attack,10001,deoxys,Deoxys Attack,Attack,0,0,0,515,None,Attack
deoxys-defense,10002,deoxys,Deoxys Defense,Defense,0,0,0,516,None,Defense
deoxys-speed,10003,deoxys,Deoxys Speed,Speed,0,0,0,517,None,Speed
wormadam-sandy,10004,wormadam,Wormadam Sandy,Sandy,0,0,0,543,None,Standard
wormadam-trash,10005,wormadam,Wormadam Trash,Trash,0,0,0,544,None,Standard
shaymin-sky,10006,shaymin,Shaymin Sky,Sky,0,0,0,607,None,Standard
giratina-origin,10007,giratina,Giratina Origin,Origin,0,0,0,601,None,Origin
rotom-heat,10008,rotom,Rotom Heat,Heat,0,0,0,588,None,Standard
rotom-wash,10009,rotom,Rotom Wash,Wash,0,0,0,589,None,Standard
rotom-frost,10010,rotom,Rotom femalerost,Frost,0,0,0,590,None,Standard
rotom-fan,10011,rotom,Rotom femalean,Fan,0,0,0,591,None,Standard
rotom-mow,10012,rotom,Rotom maleow,Mow,0,0,0,592,None,Standard
castform-sunny,10013,castform,Castform Sunny,Sunny,0,0,0,465,None,Standard
castform-rainy,10014,castform,Castform Rainy,Rainy,0,0,0,466,None,Standard
castform-snowy,10015,castform,Castform Snowy,Snowy,0,0,0,467,None,Standard
basculin-blue-striped,10016,basculin,Basculin Blue Striped,Blue Striped,0,0,0,667,None,Standard
darmanitan-zen,10017,darmanitan,Darmanitan Zen,Zen,0,0,0,674,None,Standard
meloetta-pirouette,10018,meloetta,Meloetta Pirouette,Pirouette,0,0,0,778,None,Standard
tornadus-therian,10019,tornadus,Tornadus Therian,Therian,0,0,0,765,None,Therian
thundurus-therian,10020,thundurus,Thundurus Therian,Therian,0,0,0,767,None,Therian
landorus-therian,10021,landorus,Landorus Therian,Therian,0,0,0,771,None,Therian
kyurem-black,10022,kyurem,Kyurem Black,Black,0,0,0,774,None,Standard
kyurem-white,10023,kyurem,Kyurem White,White,0,0,0,773,None,Standard
keldeo-resolute,10024,keldeo,Keldeo Resolute,Resolute,0,0,0,776,None,Standard
meowstic-female,10025,meowstic,Meowstic femaleemale,Female,0,0,0,812,None,Standard
aegislash-blade,10026,aegislash,Aegislash Blade,Blade,0,0,0,816,None,Standard
pumpkaboo-small,10027,pumpkaboo,Pumpkaboo Small,Small,0,0,0,845,None,Standard
pumpkaboo-large,10028,pumpkaboo,Pumpkaboo Large,Large,0,0,0,846,None,Standard
pumpkaboo-super,10029,pumpkaboo,Pumpkaboo Super,Super,0,0,0,847,None,Standard
gourgeist-small,10030,gourgeist,Gourgeist Small,Small,0,0,0,849,None,Standard
gourgeist-large,10031,gourgeist,Gourgeist Large,Large,0,0,0,850,None,Standard
gourgeist-super,10032,gourgeist,Gourgeist Super,Super,0,0,0,851,None,Standard
venusaur-mega,10033,venusaur,Venusaur maleega,Mega,0,1,0,4,None,Mega
charizard-mega-x,10034,charizard,Charizard maleega X,Mega X,0,1,0,8,None,Mega
charizard-mega-y,10035,charizard,Charizard maleega Y,Mega Y,0,1,0,9,None,Mega
blastoise-mega,10036,blastoise,Blastoise maleega,Mega,0,1,0,13,None,Mega
alakazam-mega,10037,alakazam,Alakazam maleega,Mega,0,1,0,106,None,Mega
gengar-mega,10038,gengar,Gengar maleega,Mega,0,1,0,150,None,Mega
kangaskhan-mega,10039,kangaskhan,Kangaskhan maleega,Mega,0,1,0,185,None,Mega
pinsir-mega,10040,pinsir,Pinsir maleega,Mega,0,1,0,208,None,Mega
gyarados-mega,10041,gyarados,Gyarados maleega,Mega,0,1,0,212,None,Mega
aerodactyl-mega,10042,aerodactyl,Aerodactyl maleega,Mega,0,1,0,233,None,Mega
mewtwo-mega-x,10043,mewtwo,Mewtwo maleega X,Mega X,0,1,0,246,None,Mega
mewtwo-mega-y,10044,mewtwo,Mewtwo maleega Y,Mega Y,0,1,0,247,None,Mega
ampharos-mega,10045,ampharos,Ampharos maleega,Mega,0,1,0,276,None,Mega
scizor-mega,10046,scizor,Scizor maleega,Mega,0,1,0,198,None,Mega
heracross-mega,10047,heracross,Heracross maleega,Mega,0,1,0,311,None,Mega
houndoom-mega,10048,houndoom,Houndoom maleega,Mega,0,1,0,331,None,Mega
tyranitar-mega,10049,tyranitar,Tyranitar maleega,Mega,0,1,0,343,None,Mega
blaziken-mega,10050,blaziken,Blaziken maleega,Mega,0,1,0,354,None,Mega
gardevoir-mega,10051,gardevoir,Gardevoir maleega,Mega,0,1,0,383,None,Mega
mawile-mega,10052,mawile,Mawile maleega,Mega,0,1,0,408,None,Mega
aggron-mega,10053,aggron,Aggron maleega,Mega,0,1,0,412,None,Mega
medicham-mega,10054,medicham,Medicham maleega,Mega,0,1,0,415,None,Mega
manectric-mega,10055,manectric,Manectric maleega,Mega,0,1,0,418,None,Mega
banette-mega,10056,banette,Banette maleega,Mega,0,1,0,471,None,Mega
absol-mega,10057,absol,Absol maleega,Mega,0,1,0,479,None,Mega
garchomp-mega,10058,garchomp,Garchomp maleega,Mega,0,1,0,571,None,Mega
lucario-mega,10059,lucario,Lucario maleega,Mega,0,1,0,574,None,Mega
abomasnow-mega,10060,abomasnow,Abomasnow maleega,Mega,0,1,0,586,None,Mega
floette-eternal,10061,floette,Floette Eternal,Eternal,0,0,0,803,None,Standard
latias-mega,10062,latias,Latias maleega,Mega,0,1,0,504,None,Mega
latios-mega,10063,latios,Latios maleega,Mega,0,1,0,506,None,Mega
swampert-mega,10064,swampert,Swampert maleega,Mega,0,1,0,358,None,Mega
sceptile-mega,10065,sceptile,Sceptile maleega,Mega,0,1,0,350,None,Mega
sableye-mega,10066,sableye,Sableye maleega,Mega,0,1,0,406,None,Mega
altaria-mega,10067,altaria,Altaria maleega,Mega,0,1,0,447,None,Mega
gallade-mega,10068,gallade,Gallade maleega,Mega,0,1,0,385,None,Mega
audino-mega,10069,audino,Audino maleega,Mega,0,1,0,647,None,Mega
sharpedo-mega,10070,sharpedo,Sharpedo maleega,Mega,0,1,0,430,None,Mega
slowbro-mega,10071,slowbro,Slowbro maleega,Mega,0,1,0,128,None,Mega
steelix-mega,10072,steelix,Steelix maleega,Mega,0,1,0,153,None,Mega
pidgeot-mega,10073,pidgeot,Pidgeot maleega,Mega,0,1,0,24,None,Mega
glalie-mega,10074,glalie,Glalie maleega,Mega,0,1,0,482,None,Mega
diancie-mega,10075,diancie,Diancie maleega,Mega,0,1,0,864,None,Mega
metagross-mega,10076,metagross,Metagross maleega,Mega,0,1,0,499,None,Mega
kyogre-primal,10077,kyogre,Kyogre Primal,Primal,0,0,0,508,None,Standard
groudon-primal,10078,groudon,Groudon Primal,Primal,0,0,0,510,None,Standard
rayquaza-mega,10079,rayquaza,Rayquaza maleega,Mega,0,1,0,512,None,Mega
pikachu-rock-star,10080,pikachu,Pikachu Rock Star,Rock Star,0,0,0,37,None,Standard
pikachu-belle,10081,pikachu,Pikachu Belle,Belle,0,0,0,38,None,Standard
pikachu-pop-star,10082,pikachu,Pikachu Pop Star,Pop Star,0,0,0,39,None,Standard
pikachu-phd,10083,pikachu,Pikachu Phd,Phd,0,0,0,40,None,Standard
pikachu-libre,10084,pikachu,Pikachu Libre,Libre,0,0,0,41,None,Standard
pikachu-cosplay,10085,pikachu,Pikachu Cosplay,Cosplay,0,0,0,36,None,Standard
hoopa-unbound,10086,hoopa,Hoopa Unbound,Unbound,0,0,0,866,None,Standard
camerupt-mega,10087,camerupt,Camerupt maleega,Mega,0,1,0,435,None,Mega
lopunny-mega,10088,lopunny,Lopunny maleega,Mega,0,1,0,559,None,Mega
